fault_id,fault,s1_detected,s1_detecting_vectors,s1_first_detected,s1_po_mismatches,s2b_detected,s2b_detecting_vectors,s2b_first_detected,s2b_po_mismatches,detection_improved,detection_lost,detecting_vector_change,po_mismatch_change
366,360->406/SA1,True,250,7.0,250,True,245,2.0,245,False,False,-5,-5
367,360/SA0,True,528,1.0,528,True,522,1.0,522,False,False,-6,-6
368,363->409/SA1,True,240,3.0,240,True,259,4.0,259,False,False,19,19
369,363/SA0,True,525,2.0,525,True,497,1.0,497,False,False,-28,-28
370,366->409/SA1,True,256,10.0,256,True,261,2.0,261,False,False,5,5
371,366/SA0,True,509,2.0,509,True,495,1.0,495,False,False,-14,-14
372,369->417/SA1,True,127,4.0,127,True,114,9.0,114,False,False,-13,-13
373,369->488/SA0,True,2,104.0,2,True,2,146.0,2,False,False,0,0
374,369->489/SA0,True,1,104.0,1,False,0,,0,False,True,-1,-1
375,369->490/SA0,True,1,104.0,3,False,0,,0,False,True,-1,-3
376,369->491/SA0,True,2,104.0,2,True,1,33.0,1,False,False,-1,-1
377,369/SA0,True,137,3.0,140,True,121,1.0,121,False,False,-16,-19
378,369/SA1,True,129,4.0,136,True,118,9.0,121,False,False,-11,-15
379,375/SA1,True,16,225.0,27,True,12,20.0,28,False,False,-4,1
380,376->413/SA1,True,239,11.0,239,True,279,3.0,279,False,False,40,40
381,376/SA0,True,519,1.0,519,True,487,2.0,487,False,False,-32,-32
382,379->413/SA1,True,252,2.0,252,True,233,2.0,233,False,False,-19,-19
383,379/SA0,True,506,1.0,506,True,533,3.0,533,False,False,27,27
384,382->416/SA1,True,265,6.0,265,True,270,3.0,270,False,False,5,5
385,382/SA0,True,499,1.0,499,True,514,1.0,514,False,False,15,15
386,385->416/SA1,True,228,1.0,228,True,264,6.0,264,False,False,36,36
387,385/SA0,True,536,5.0,536,True,520,1.0,520,False,False,-16,-16
388,388/SA0,False,0,,0,False,0,,0,False,False,0,0
389,388/SA1,False,0,,0,False,0,,0,False,False,0,0
390,389/SA0,False,0,,0,False,0,,0,False,False,0,0
391,389/SA1,False,0,,0,False,0,,0,False,False,0,0
392,390/SA0,False,0,,0,False,0,,0,False,False,0,0
393,390/SA1,False,0,,0,False,0,,0,False,False,0,0
394,391/SA0,False,0,,0,False,0,,0,False,False,0,0
395,391/SA1,False,0,,0,False,0,,0,False,False,0,0
396,392/SA0,True,1022,1.0,1022,True,1016,1.0,1016,False,False,-6,-6
397,393->427/SA1,True,224,7.0,388,True,224,2.0,397,False,False,0,9
398,393->432/SA1,True,16,46.0,40,True,18,76.0,46,False,False,2,6
399,393->437/SA1,True,14,26.0,32,True,22,6.0,46,False,False,8,14
400,393->442/SA1,True,98,22.0,224,True,89,10.0,181,False,False,-9,-43
401,393->443/SA1,True,82,15.0,134,True,79,49.0,136,False,False,-3,2
402,400/SA1,True,356,4.0,726,True,393,1.0,847,False,False,37,121
403,404/SA0,True,246,6.0,246,True,257,11.0,257,False,False,11,11
404,404/SA1,True,250,7.0,250,True,245,2.0,245,False,False,-5,-5
405,405/SA1,True,276,9.0,276,True,256,3.0,256,False,False,-20,-20
406,406/SA0,True,252,1.0,252,True,266,1.0,266,False,False,14,14
407,406/SA1,True,526,7.0,526,True,501,2.0,501,False,False,-25,-25
408,407/SA0,True,259,1.0,259,True,268,3.0,268,False,False,9,9
409,407/SA1,True,256,10.0,256,True,261,2.0,261,False,False,5,5
410,408/SA1,True,240,3.0,240,True,259,4.0,259,False,False,19,19
411,409/SA0,True,269,2.0,269,True,236,1.0,236,False,False,-33,-33
412,409/SA1,True,496,3.0,496,True,520,2.0,520,False,False,24,24
413,410/SA0,True,761,2.0,1624,True,751,2.0,1566,False,False,-10,-58
414,411/SA0,True,266,5.0,266,True,258,1.0,258,False,False,-8,-8
415,411/SA1,True,252,2.0,252,True,233,2.0,233,False,False,-19,-19
416,412/SA1,True,239,11.0,239,True,279,3.0,279,False,False,40,40
417,413/SA0,True,267,1.0,267,True,254,4.0,254,False,False,-13,-13
418,413/SA1,True,491,2.0,491,True,512,2.0,512,False,False,21,21
419,414/SA0,True,260,2.0,260,True,240,4.0,240,False,False,-20,-20
420,414/SA1,True,228,1.0,228,True,264,6.0,264,False,False,36,36
421,415/SA1,True,265,6.0,265,True,270,3.0,270,False,False,5,5
422,416/SA0,True,271,5.0,271,True,250,1.0,250,False,False,-21,-21
423,416/SA1,True,493,1.0,493,True,534,3.0,534,False,False,41,41
424,417/SA0,True,136,3.0,136,True,118,1.0,118,False,False,-18,-18
425,417/SA1,True,344,4.0,344,True,374,7.0,374,False,False,30,30
426,418/SA0,False,0,,0,False,0,,0,False,False,0,0
427,418/SA1,False,0,,0,False,0,,0,False,False,0,0
428,419/SA0,False,0,,0,False,0,,0,False,False,0,0
429,419/SA1,False,0,,0,False,0,,0,False,False,0,0
430,42->273/SA1,True,8,103.0,16,True,8,33.0,16,False,False,0,0
431,42->284/SA1,False,0,,0,True,1,481.0,1,True,False,1,1
432,42->290/SA1,True,152,4.0,152,True,136,6.0,136,False,False,-16,-16
433,42->292/SA1,True,138,26.0,138,True,121,6.0,121,False,False,-17,-17
434,42->294/SA1,True,5,144.0,14,True,5,49.0,12,False,False,0,-2
435,42->296/SA1,True,144,7.0,144,True,126,6.0,126,False,False,-18,-18
436,42->322/SA0,True,11,38.0,27,True,9,62.0,15,False,False,-2,-12
437,42->323/SA1,True,3,592.0,5,True,2,395.0,7,False,False,-1,2
438,42/SA0,True,238,9.0,401,True,260,3.0,430,False,False,22,29
439,42/SA1,True,289,4.0,490,True,254,6.0,437,False,False,-35,-53
440,420/SA0,False,0,,0,False,0,,0,False,False,0,0
441,420/SA1,False,0,,0,False,0,,0,False,False,0,0
442,421/SA0,False,0,,0,False,0,,0,False,False,0,0
443,421/SA1,False,0,,0,False,0,,0,False,False,0,0
444,422/SA0,False,0,,0,False,0,,0,False,False,0,0
445,422/SA1,False,0,,0,False,0,,0,False,False,0,0
446,423/SA0,False,0,,0,False,0,,0,False,False,0,0
447,423/SA1,False,0,,0,False,0,,0,False,False,0,0
448,427->475/SA1,True,288,18.0,341,True,295,3.0,352,False,False,7,11
449,427->477/SA1,True,267,7.0,313,True,252,5.0,304,False,False,-15,-9
450,427->479/SA1,True,220,1.0,276,True,225,2.0,262,False,False,5,-14
451,427->481/SA1,True,199,1.0,231,True,209,6.0,256,False,False,10,25
452,427/SA0,True,28,16.0,41,True,27,44.0,45,False,False,-1,4
453,427/SA1,True,626,1.0,1056,True,592,2.0,1052,False,False,-34,-4
454,432->476/SA1,True,337,8.0,399,True,297,3.0,356,False,False,-40,-43
455,432->478/SA1,True,271,5.0,325,True,255,3.0,309,False,False,-16,-16
456,432->480/SA1,True,224,1.0,287,True,221,2.0,258,False,False,-3,-29
457,432->482/SA1,True,205,1.0,248,True,212,3.0,262,False,False,7,14
458,432/SA0,True,2,579.0,2,True,2,128.0,3,False,False,0,1
459,432/SA1,True,424,1.0,973,True,389,2.0,939,False,False,-35,-34
460,437->488/SA0,True,192,10.0,222,True,189,5.0,235,False,False,-3,13
461,437->489/SA0,True,153,1.0,173,True,157,2.0,181,False,False,4,8
462,437->490/SA0,True,144,8.0,157,True,155,16.0,196,False,False,11,39
463,437->491/SA0,True,151,13.0,162,True,128,3.0,155,False,False,-23,-7
464,437/SA0,True,311,1.0,596,True,302,2.0,583,False,False,-9,-13
465,437/SA1,True,3,259.0,9,True,4,57.0,7,False,False,1,-2
466,443/SA0,True,272,10.0,457,True,276,11.0,453,False,False,4,-4
467,443/SA1,True,19,9.0,31,True,18,15.0,36,False,False,-1,5
468,446/SA0,False,0,,0,False,0,,0,False,False,0,0
469,446/SA1,False,0,,0,False,0,,0,False,False,0,0
470,447/SA0,False,0,,0,False,0,,0,False,False,0,0
471,447/SA1,False,0,,0,False,0,,0,False,False,0,0
472,448/SA0,False,0,,0,False,0,,0,False,False,0,0
473,448/SA1,False,0,,0,False,0,,0,False,False,0,0
474,449/SA0,False,0,,0,False,0,,0,False,False,0,0
475,449/SA1,False,0,,0,False,0,,0,False,False,0,0
476,450/SA0,False,0,,0,False,0,,0,False,False,0,0
477,450/SA1,False,0,,0,False,0,,0,False,False,0,0
478,451->522/SA1,True,99,26.0,99,True,110,7.0,110,False,False,11,11
479,451->523/SA1,True,97,5.0,97,True,105,9.0,105,False,False,8,8
480,451->524/SA1,True,99,4.0,99,True,111,12.0,111,False,False,12,12
481,451->525/SA1,True,88,8.0,88,True,131,7.0,131,False,False,43,43
482,451->526/SA1,True,101,6.0,101,True,115,15.0,115,False,False,14,14
483,451->527/SA1,True,66,5.0,66,True,87,15.0,87,False,False,21,21
484,451->528/SA1,True,87,4.0,87,True,89,18.0,89,False,False,2,2
485,451->529/SA1,True,89,28.0,89,True,99,1.0,99,False,False,10,10
486,460->498/SA1,True,276,2.0,276,True,263,6.0,263,False,False,-13,-13
487,460->499/SA0,True,250,7.0,250,True,255,2.0,255,False,False,5,5
488,460/SA1,True,498,1.0,498,True,523,1.0,523,False,False,25,25
489,463->500/SA1,True,257,1.0,257,True,241,1.0,241,False,False,-16,-16
490,463->501/SA0,True,262,11.0,262,True,236,6.0,236,False,False,-26,-26
491,463/SA1,True,528,1.0,528,True,504,1.0,504,False,False,-24,-24
492,466->502/SA1,True,295,8.0,346,True,266,4.0,314,False,False,-29,-32
493,466->504/SA1,True,237,7.0,279,True,250,3.0,294,False,False,13,15
494,466->506/SA1,True,215,2.0,277,True,203,2.0,241,False,False,-12,-36
495,466->508/SA1,True,197,8.0,233,True,204,3.0,243,False,False,7,10
496,466->511/SA1,True,196,6.0,238,True,178,5.0,212,False,False,-18,-26
497,466->513/SA1,True,157,5.0,188,True,152,2.0,182,False,False,-5,-6
498,466->515/SA1,True,152,8.0,181,True,161,18.0,205,False,False,9,24
499,466->517/SA1,True,153,9.0,165,True,156,8.0,192,False,False,3,27
500,466/SA0,True,49,38.0,95,True,49,16.0,97,False,False,0,2
501,475/SA0,True,11,176.0,11,True,12,44.0,15,False,False,1,4
502,476/SA0,False,0,,0,False,0,,0,False,False,0,0
503,477/SA0,True,10,222.0,10,True,7,44.0,9,False,False,-3,-1
504,478/SA0,False,0,,0,True,1,748.0,1,True,False,1,1
505,479/SA0,True,5,176.0,5,True,14,44.0,14,False,False,9,9
506,480/SA0,False,0,,0,False,0,,0,False,False,0,0
507,481/SA0,True,7,114.0,7,True,7,137.0,13,False,False,0,6
508,482/SA0,True,2,579.0,2,True,1,128.0,1,False,False,-1,-1
509,483->510/SA1,True,121,19.0,157,True,129,11.0,148,False,False,8,-9
510,483->512/SA1,True,93,10.0,104,True,123,22.0,143,False,False,30,39
511,483->514/SA1,True,91,16.0,102,True,126,20.0,146,False,False,35,44
512,483->516/SA1,True,117,13.0,134,True,92,20.0,119,False,False,-25,-15
513,483/SA0,True,346,1.0,555,True,337,1.0,585,False,False,-9,30
514,488/SA0,True,403,6.0,487,True,404,5.0,486,False,False,1,-1
515,488/SA1,True,2,259.0,3,True,2,57.0,2,False,False,0,-1
516,489/SA0,True,311,1.0,373,True,327,2.0,389,False,False,16,16
517,489/SA1,True,2,259.0,2,True,2,229.0,2,False,False,0,0
518,490/SA0,True,295,8.0,344,True,326,16.0,396,False,False,31,52
519,490/SA1,True,1,259.0,1,True,1,947.0,1,False,False,0,0
520,491/SA0,True,303,2.0,331,True,305,3.0,369,False,False,2,38
521,491/SA1,True,3,259.0,3,True,1,947.0,1,False,False,-2,-2
522,492->518/SA1,True,287,5.0,287,True,256,5.0,256,False,False,-31,-31
523,492->519/SA0,True,226,3.0,226,True,259,2.0,259,False,False,33,33
524,492/SA1,True,533,1.0,533,True,512,1.0,512,False,False,-21,-21
525,495->520/SA1,True,270,2.0,270,True,221,2.0,221,False,False,-49,-49
526,495->521/SA0,True,221,1.0,221,True,266,5.0,266,False,False,45,45
527,495/SA1,True,531,2.0,531,True,490,1.0,490,False,False,-41,-41
528,498/SA0,True,526,2.0,526,True,518,2.0,518,False,False,-8,-8
529,498/SA1,True,276,8.0,276,True,246,5.0,246,False,False,-30,-30
530,499/SA1,True,222,1.0,222,True,260,1.0,260,False,False,38,38
531,500/SA0,True,519,1.0,519,True,477,1.0,477,False,False,-42,-42
532,500/SA1,True,234,3.0,234,True,284,2.0,284,False,False,50,50
533,501/SA1,True,271,2.0,271,True,263,8.0,263,False,False,-8,-8
534,502/SA0,True,11,38.0,15,True,17,33.0,19,False,False,6,4
535,503/SA1,True,11,176.0,11,True,12,44.0,15,False,False,1,4
536,504/SA0,True,6,176.0,6,True,12,16.0,13,False,False,6,7
537,505/SA1,True,10,222.0,10,True,8,44.0,10,False,False,-2,0
538,506/SA0,True,11,56.0,14,True,9,81.0,10,False,False,-2,-4
539,507/SA1,True,5,176.0,5,True,14,44.0,14,False,False,9,9
540,508/SA0,True,7,103.0,10,True,14,33.0,16,False,False,7,6
541,509/SA1,True,9,114.0,9,True,8,128.0,14,False,False,-1,5
542,51->276/SA1,True,123,4.0,276,True,111,9.0,245,False,False,-12,-31
543,51->279/SA1,True,46,53.0,107,True,42,25.0,85,False,False,-4,-22
544,51->316/SA1,True,167,7.0,203,True,147,9.0,177,False,False,-20,-26
545,51/SA0,True,268,1.0,521,True,277,1.0,530,False,False,9,9
546,51/SA1,True,274,4.0,537,True,241,9.0,463,False,False,-33,-74
547,510/SA0,True,151,1.0,171,True,147,2.0,192,False,False,-4,21
548,511/SA0,True,10,144.0,16,True,13,49.0,17,False,False,3,1
549,512/SA0,True,128,21.0,142,True,122,13.0,140,False,False,-6,-2
550,513/SA0,True,11,56.0,11,True,10,33.0,14,False,False,-1,3
551,514/SA0,True,117,1.0,127,True,112,4.0,136,False,False,-5,9
552,515/SA0,True,9,56.0,10,True,10,197.0,12,False,False,1,2
553,516/SA0,True,109,1.0,125,True,112,1.0,137,False,False,3,12
554,517/SA0,True,13,84.0,15,True,8,16.0,9,False,False,-5,-6
555,518/SA0,True,513,3.0,513,True,515,2.0,515,False,False,2,2
556,518/SA1,True,265,2.0,265,True,253,6.0,253,False,False,-12,-12
557,519/SA1,True,246,1.0,246,True,256,1.0,256,False,False,10,10
558,520/SA0,True,491,1.0,491,True,487,2.0,487,False,False,-4,-4
559,520/SA1,True,272,6.0,272,True,268,3.0,268,False,False,-4,-4
560,521/SA1,True,261,3.0,261,True,269,1.0,269,False,False,8,8
561,522/SA0,False,0,,0,False,0,,0,False,False,0,0
562,523/SA0,False,0,,0,False,0,,0,False,False,0,0
563,524/SA0,True,1,206.0,1,False,0,,0,False,True,-1,-1
564,525/SA0,False,0,,0,False,0,,0,False,False,0,0
565,526/SA0,False,0,,0,False,0,,0,False,False,0,0
566,527/SA1,False,0,,0,False,0,,0,False,False,0,0
567,528/SA1,False,0,,0,False,0,,0,False,False,0,0
568,529/SA1,False,0,,0,False,0,,0,False,False,0,0
569,530->552/SA1,True,265,2.0,265,True,272,2.0,272,False,False,7,7
570,530/SA0,True,498,1.0,498,True,506,1.0,506,False,False,8,8
571,533->552/SA1,True,258,1.0,258,True,231,1.0,231,False,False,-27,-27
572,533/SA0,True,505,2.0,505,True,547,2.0,547,False,False,42,42
573,536/SA1,True,213,10.0,265,True,210,1.0,255,False,False,-3,-10
574,537/SA1,True,156,1.0,185,True,172,1.0,203,False,False,16,18
575,538/SA1,True,158,9.0,188,True,159,9.0,187,False,False,1,-1
576,539/SA1,True,147,10.0,164,True,150,2.0,172,False,False,3,8
577,540/SA1,True,163,1.0,189,True,161,2.0,210,False,False,-2,21
578,541/SA1,True,141,21.0,155,True,134,13.0,156,False,False,-7,1
579,542/SA1,True,128,1.0,139,True,122,4.0,148,False,False,-6,9
580,543/SA1,True,125,1.0,143,True,122,1.0,148,False,False,-3,5
581,544->587/SA1,True,271,3.0,271,True,265,3.0,265,False,False,-6,-6
582,544/SA0,True,511,1.0,511,True,509,1.0,509,False,False,-2,-2
583,547->587/SA1,True,249,1.0,249,True,237,6.0,237,False,False,-12,-12
584,547/SA0,True,533,3.0,533,True,537,1.0,537,False,False,4,4
585,55->280/SA1,True,22,37.0,24,True,12,37.0,15,False,False,-10,-9
586,55->427/SA1,True,16,102.0,26,True,19,85.0,34,False,False,3,8
587,55->437/SA1,True,4,579.0,4,True,2,20.0,5,False,False,-2,1
588,55/SA0,True,47,16.0,74,True,45,44.0,73,False,False,-2,-1
589,55/SA1,True,39,37.0,53,True,31,20.0,54,False,False,-8,1
590,550/SA0,True,261,12.0,261,True,246,3.0,246,False,False,-15,-15
591,550/SA1,True,258,1.0,258,True,231,1.0,231,False,False,-27,-27
592,551/SA1,True,265,2.0,265,True,272,2.0,272,False,False,7,7
593,552/SA0,True,240,3.0,240,True,275,4.0,275,False,False,35,35
594,552/SA1,True,523,1.0,523,True,503,1.0,503,False,False,-20,-20
595,553->590/SA1,True,318,2.0,431,True,339,3.0,454,False,False,21,23
596,553->593/SA0,True,103,11.0,117,True,96,2.0,107,False,False,-7,-10
597,553->596/SA1,True,150,8.0,150,True,129,15.0,129,False,False,-21,-21
598,553/SA0,True,228,10.0,280,True,226,1.0,274,False,False,-2,-6
599,557->597/SA1,True,262,2.0,363,True,241,4.0,331,False,False,-21,-32
600,557->600/SA0,True,66,9.0,75,True,84,1.0,104,False,False,18,29
601,557->605/SA1,True,173,10.0,173,True,157,34.0,157,False,False,-16,-16
602,557/SA0,True,179,1.0,210,True,195,1.0,233,False,False,16,23
603,561->606/SA1,True,224,2.0,325,True,217,2.0,295,False,False,-7,-30
604,561->609/SA0,True,45,9.0,51,True,62,15.0,73,False,False,17,22
605,561->615/SA1,True,154,1.0,154,True,148,27.0,148,False,False,-6,-6
606,561/SA0,True,166,9.0,196,True,178,9.0,206,False,False,12,10
607,565->616/SA1,True,182,8.0,248,True,218,3.0,306,False,False,36,58
608,565->619/SA0,True,46,28.0,51,True,48,2.0,64,False,False,2,13
609,565->624/SA1,True,154,1.0,154,True,150,29.0,150,False,False,-4,-4
610,565/SA0,True,160,10.0,177,True,165,2.0,196,False,False,5,19
611,569->625/SA1,True,183,6.0,258,True,200,15.0,273,False,False,17,15
612,569->628/SA0,True,54,41.0,64,True,58,2.0,84,False,False,4,20
613,569->631/SA1,True,163,10.0,163,True,148,11.0,148,False,False,-15,-15
614,569/SA0,True,165,1.0,192,True,164,2.0,213,False,False,-1,21
615,573->632/SA1,True,153,5.0,215,True,170,3.0,243,False,False,17,28
616,573->635/SA0,True,50,21.0,56,True,47,31.0,56,False,False,-3,0
617,573->640/SA1,True,116,10.0,116,True,117,15.0,117,False,False,1,1
618,573/SA0,True,143,21.0,157,True,136,13.0,158,False,False,-7,1
619,577->641/SA1,True,136,8.0,182,True,174,11.0,244,False,False,38,62
620,577->644/SA0,True,40,9.0,44,True,51,6.0,66,False,False,11,22
621,577->650/SA1,True,123,8.0,123,True,101,16.0,101,False,False,-22,-22
622,577/SA0,True,129,1.0,140,True,123,4.0,149,False,False,-6,9
623,581->651/SA1,True,131,9.0,155,True,137,14.0,188,False,False,6,33
624,581->654/SA0,True,45,8.0,51,True,36,56.0,48,False,False,-9,-3
625,581->659/SA1,True,122,2.0,122,True,105,8.0,105,False,False,-17,-17
626,581/SA0,True,128,1.0,146,True,124,1.0,150,False,False,-4,4
627,585/SA0,True,242,4.0,242,True,250,2.0,250,False,False,8,8
628,585/SA1,True,249,1.0,249,True,237,6.0,237,False,False,-12,-12
629,586/SA1,True,271,3.0,271,True,265,3.0,265,False,False,-6,-6
630,587/SA0,True,262,6.0,262,True,272,1.0,272,False,False,10,10
631,587/SA1,True,520,1.0,520,True,502,3.0,502,False,False,-18,-18
632,59->284/SA1,True,2,186.0,2,True,1,399.0,1,False,False,-1,-1
633,59->286/SA1,True,7,16.0,7,True,10,22.0,10,False,False,3,3
634,59->293/SA1,True,120,6.0,120,True,125,8.0,125,False,False,5,5
635,59->294/SA1,True,1,227.0,1,True,2,111.0,3,False,False,1,2
636,59->295/SA1,True,115,5.0,115,True,122,8.0,122,False,False,7,7
637,59->296/SA1,True,113,3.0,113,True,121,4.0,121,False,False,8,8
638,59->319/SA1,True,16,103.0,29,True,13,137.0,28,False,False,-3,-1
639,59->442/SA1,True,3,438.0,7,True,10,137.0,25,False,False,7,18
640,59/SA0,True,283,7.0,459,True,278,2.0,456,False,False,-5,-3
641,59/SA1,True,238,3.0,390,True,262,4.0,424,False,False,24,34
642,590->665/SA1,True,11,100.0,11,True,15,25.0,15,False,False,4,4
643,590/SA0,True,767,2.0,1014,True,781,2.0,1013,False,False,14,-1
644,590/SA1,True,81,10.0,94,True,88,1.0,104,False,False,7,10
645,593->665/SA1,True,182,8.0,182,True,178,20.0,178,False,False,-4,-4
646,593->841/SA1,True,75,20.0,75,True,72,21.0,72,False,False,-3,-3
647,593/SA0,True,342,1.0,375,True,328,2.0,370,False,False,-14,-5
648,593/SA1,True,232,8.0,257,True,223,20.0,250,False,False,-9,-7
649,596/SA0,True,51,10.0,51,True,41,22.0,41,False,False,-10,-10
650,597->673/SA1,True,8,710.0,8,True,13,13.0,13,False,False,5,5
651,597/SA0,True,603,2.0,845,True,622,1.0,868,False,False,19,23
652,597/SA1,True,68,1.0,79,True,53,13.0,60,False,False,-15,-19
653,600->673/SA1,True,184,19.0,184,True,206,3.0,206,False,False,22,22
654,600->765/SA1,True,20,76.0,25,True,25,53.0,31,False,False,5,6
655,600->766/SA1,True,18,34.0,21,True,20,48.0,24,False,False,2,3
656,600->814/SA1,True,29,8.0,31,True,23,137.0,31,False,False,-6,0
657,600/SA0,True,281,2.0,318,True,292,1.0,338,False,False,11,20
658,600/SA1,True,216,8.0,243,True,238,3.0,269,False,False,22,26
659,605/SA0,True,26,20.0,26,True,37,15.0,37,False,False,11,11
660,606->682/SA1,True,18,184.0,18,True,7,146.0,7,False,False,-11,-11
661,606/SA0,True,508,1.0,737,True,524,2.0,706,False,False,16,-31
662,606/SA1,True,57,29.0,76,True,60,9.0,74,False,False,3,-2
663,609->682/SA1,True,173,1.0,173,True,190,6.0,190,False,False,17,17
664,609->764/SA1,True,5,40.0,5,True,4,33.0,4,False,False,-1,-1
665,609->766/SA1,True,10,88.0,12,True,11,32.0,12,False,False,1,0
666,609->813/SA1,True,18,28.0,18,True,11,110.0,11,False,False,-7,-7
667,609->814/SA1,True,26,28.0,30,True,19,32.0,20,False,False,-7,-10
668,609/SA0,True,266,2.0,288,True,272,2.0,323,False,False,6,35
669,609/SA1,True,199,1.0,232,True,212,6.0,234,False,False,13,2
670,615/SA0,True,47,56.0,47,True,38,15.0,38,False,False,-9,-9
671,616->692/SA1,True,10,34.0,10,True,13,93.0,13,False,False,3,3
672,616/SA0,True,482,1.0,679,True,490,2.0,672,False,False,8,-7
673,616/SA1,True,45,13.0,53,True,50,17.0,63,False,False,5,10
674,619->692/SA1,True,187,1.0,187,True,182,6.0,182,False,False,-5,-5
675,619->812/SA1,True,30,86.0,30,True,27,52.0,27,False,False,-3,-3
676,619->813/SA1,True,14,75.0,14,True,13,173.0,13,False,False,-1,-1
677,619->814/SA1,True,17,23.0,19,True,21,46.0,23,False,False,4,4
678,619/SA0,True,239,8.0,270,True,250,2.0,308,False,False,11,38
679,619/SA1,True,217,1.0,250,True,206,6.0,245,False,False,-11,-5
680,624/SA0,True,40,10.0,40,True,42,22.0,42,False,False,2,2
681,625->700/SA1,True,12,60.0,12,True,24,31.0,24,False,False,12,12
682,625/SA0,True,436,1.0,606,True,457,2.0,625,False,False,21,19
683,625/SA1,True,49,47.0,66,True,56,31.0,79,False,False,7,13
684,628->700/SA1,True,178,9.0,178,True,177,10.0,177,False,False,-1,-1
685,628->795/SA1,True,28,57.0,48,True,40,5.0,56,False,False,12,8
686,628/SA0,True,237,8.0,266,True,272,2.0,318,False,False,35,52
687,628/SA1,True,191,9.0,226,True,196,5.0,233,False,False,5,7
688,631/SA0,True,39,65.0,39,True,49,74.0,49,False,False,10,10
689,632->708/SA1,True,14,133.0,14,True,16,13.0,16,False,False,2,2
690,632/SA0,True,374,1.0,523,True,380,2.0,511,False,False,6,-12
691,632/SA1,True,46,40.0,54,True,45,13.0,58,False,False,-1,4
692,635->708/SA1,True,120,9.0,120,True,127,6.0,127,False,False,7,7
693,635->734/SA1,True,16,126.0,21,True,12,64.0,18,False,False,-4,-3
694,635->762/SA1,True,12,1.0,18,True,7,2.0,7,False,False,-5,-11
695,635->763/SA1,True,5,237.0,10,True,8,2.0,9,False,False,3,-1
696,635/SA0,True,199,8.0,221,True,221,15.0,259,False,False,22,38
697,635/SA1,True,140,1.0,160,True,142,2.0,155,False,False,2,-5
698,640/SA0,True,37,40.0,37,True,29,91.0,29,False,False,-8,-8
699,641->717/SA1,True,15,184.0,15,True,11,13.0,11,False,False,-4,-4
700,641/SA0,True,329,7.0,452,True,368,3.0,513,False,False,39,61
701,641/SA1,True,44,1.0,51,True,30,4.0,40,False,False,-14,-11
702,644->717/SA1,True,128,16.0,128,True,122,16.0,122,False,False,-6,-6
703,644->733/SA1,True,17,18.0,17,True,13,28.0,13,False,False,-4,-4
704,644->734/SA1,True,17,73.0,21,True,20,56.0,23,False,False,3,2
705,644->761/SA1,True,8,18.0,8,True,6,58.0,6,False,False,-2,-2
706,644->763/SA1,True,7,139.0,10,True,7,209.0,7,False,False,0,-3
707,644/SA0,True,183,3.0,211,True,215,6.0,255,False,False,32,44
708,644/SA1,True,149,16.0,171,True,145,16.0,168,False,False,-4,-3
709,650/SA0,True,30,26.0,30,True,32,29.0,32,False,False,2,2
710,651->727/SA1,True,12,133.0,12,True,16,1.0,16,False,False,4,4
711,651/SA0,True,342,3.0,432,True,342,3.0,459,False,False,0,27
712,651/SA1,True,35,40.0,47,True,38,1.0,52,False,False,3,5
713,654->727/SA1,True,133,2.0,133,True,122,3.0,122,False,False,-11,-11
714,654->732/SA1,True,25,13.0,25,True,30,11.0,30,False,False,5,5
715,654->733/SA1,True,12,53.0,12,True,10,253.0,10,False,False,-2,-2
716,654->734/SA1,True,11,51.0,13,True,22,96.0,26,False,False,11,13
717,654/SA0,True,195,8.0,233,True,193,10.0,240,False,False,-2,7
718,654/SA1,True,160,2.0,183,True,153,3.0,188,False,False,-7,5
719,659/SA0,True,33,26.0,33,True,43,37.0,43,False,False,10,10
720,660/SA1,True,501,3.0,501,True,521,3.0,521,False,False,20,20
721,661/SA1,True,504,4.0,504,True,522,1.0,522,False,False,18,18
722,662->737/SA1,True,173,5.0,173,True,168,7.0,168,False,False,-5,-5
723,662/SA0,True,80,10.0,94,True,88,1.0,100,False,False,8,6
724,662/SA1,True,751,2.0,906,True,761,2.0,903,False,False,10,-3
725,665->736/SA1,True,131,9.0,131,True,128,20.0,128,False,False,-3,-3
726,665->830/SA0,True,68,61.0,68,True,66,3.0,66,False,False,-2,-2
727,665->831/SA1,True,34,20.0,34,True,25,21.0,25,False,False,-9,-9
728,665/SA0,True,229,11.0,229,True,219,2.0,219,False,False,-10,-10
729,665/SA1,True,193,8.0,193,True,193,20.0,193,False,False,0,0
730,669/SA1,True,51,10.0,51,True,41,22.0,41,False,False,-10,-10
731,670->740/SA1,True,186,5.0,186,True,194,3.0,194,False,False,8,8
732,670/SA0,True,70,1.0,85,True,43,13.0,53,False,False,-27,-32
733,670/SA1,True,557,2.0,731,True,579,2.0,753,False,False,22,22
734,673->739/SA1,True,132,19.0,132,True,140,6.0,140,False,False,8,8
735,673->832/SA0,True,74,28.0,74,True,46,33.0,46,False,False,-28,-28
736,673->833/SA1,True,44,34.0,44,True,36,58.0,36,False,False,-8,-8
737,673/SA0,True,224,2.0,224,True,218,1.0,218,False,False,-6,-6
738,673/SA1,True,192,19.0,192,True,219,3.0,219,False,False,27,27
739,677/SA1,True,26,20.0,26,True,37,15.0,37,False,False,11,11
740,678->743/SA1,True,174,1.0,174,True,169,7.0,169,False,False,-5,-5
