fault_id,fault,fault_type,source,location,is_branch,detected,detecting_vector_count,first_detecting_vector,total_po_mismatches,PO_388,PO_389,PO_390,PO_391,PO_418,PO_419,PO_420,PO_421,PO_422,PO_423,PO_446,PO_447,PO_448,PO_449,PO_450,PO_767,PO_768,PO_850,PO_863,PO_864,PO_865,PO_866,PO_874,PO_878,PO_879,PO_880
168,219->808/SA1,SA1,219,808,True,True,113,7.0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0
169,219->809/SA1,SA1,219,809,True,True,80,6.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
170,219->810/SA1,SA1,219,810,True,True,83,12.0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0
171,219->836/SA1,SA1,219,836,True,True,119,7.0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0
172,219->851/SA1,SA1,219,851,True,True,102,7.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
173,219->852/SA1,SA1,219,852,True,True,92,18.0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0
174,219->853/SA1,SA1,219,853,True,True,99,38.0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
175,219/SA0,SA0,219,219,False,True,341,1.0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,99,80,74,0,102,91,82,101
176,219/SA1,SA1,219,219,False,True,381,6.0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,113,80,83,0,119,102,92,99
177,228->736/SA1,SA1,228,736,True,True,125,7.0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0
178,228->739/SA1,SA1,228,739,True,True,113,9.0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0
179,228->742/SA1,SA1,228,742,True,True,116,31.0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
180,228->745/SA1,SA1,228,745,True,True,132,7.0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0
181,228->748/SA1,SA1,228,748,True,True,116,7.0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0
182,228->751/SA1,SA1,228,751,True,True,86,15.0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
183,228->754/SA1,SA1,228,754,True,True,104,18.0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0
184,228->759/SA1,SA1,228,759,True,True,103,12.0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0
185,228/SA0,SA0,228,228,False,True,304,5.0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,104,82,88,0,95,87,104,97
186,228/SA1,SA1,228,228,False,True,350,7.0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,116,86,104,0,132,125,113,116
187,237->737/SA1,SA1,237,737,True,True,18,12.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
188,237->740/SA1,SA1,237,740,True,True,18,13.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
189,237->743/SA1,SA1,237,743,True,True,16,12.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
190,237->746/SA1,SA1,237,746,True,True,21,38.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
191,237->749/SA1,SA1,237,749,True,True,31,49.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
192,237->752/SA1,SA1,237,752,True,True,23,38.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
193,237->755/SA1,SA1,237,755,True,True,15,31.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
194,237->760/SA1,SA1,237,760,True,True,21,1.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
195,237/SA0,SA0,237,237,False,True,117,9.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,21,11,0,30,20,14,29
196,237/SA1,SA1,237,237,False,True,118,1.0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,23,15,0,21,18,18,16
197,246->596/SA1,SA1,246,596,True,True,51,9.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
198,246->605/SA1,SA1,246,605,True,True,44,13.0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
199,246->615/SA1,SA1,246,615,True,True,37,12.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
200,246->624/SA1,SA1,246,624,True,True,43,31.0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
201,246->631/SA1,SA1,246,631,True,True,63,7.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
202,246->640/SA1,SA1,246,640,True,True,45,31.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0
203,246->650/SA1,SA1,246,650,True,True,45,31.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
204,246->659/SA1,SA1,246,659,True,True,46,1.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0
205,246/SA0,SA0,246,246,False,True,182,15.0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,29,32,0,42,41,37,38
206,246/SA1,SA1,246,246,False,True,199,1.0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,63,45,45,0,43,51,44,37
207,255->337/SA1,SA1,255,337,True,True,94,12.0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0
208,255->339/SA1,SA1,255,339,True,True,91,19.0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0
209,255->341/SA1,SA1,255,341,True,True,89,1.0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0
210,255/SA0,SA0,255,255,False,True,206,7.0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,88,83,0,0,0,0,0
211,255/SA1,SA1,255,255,False,True,207,1.0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,94,91,0,0,0,0,0
212,259/SA0,SA0,259,259,False,True,88,7.0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0
213,259/SA1,SA1,259,259,False,True,85,6.0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0
214,26->270/SA1,SA1,26,270,True,True,53,16.0,53,0,0,0,0,0,47,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,26->276/SA1,SA1,26,276,True,True,150,16.0,305,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,13,15,15,13,31,17,18,15,18
216,26/SA0,SA0,26,26,False,True,156,12.0,293,0,0,0,0,0,47,0,0,0,0,8,131,0,0,0,0,0,6,14,12,7,23,10,14,8,13
217,26/SA1,SA1,26,26,False,True,171,16.0,358,0,0,0,0,0,47,0,0,0,0,6,150,0,0,0,0,0,13,15,15,13,31,17,18,15,18
218,260/SA0,SA0,260,260,False,True,83,7.0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0
219,260/SA1,SA1,260,260,False,True,81,22.0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0
220,261->732/SA1,SA1,261,732,True,True,43,25.0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
221,261->733/SA1,SA1,261,733,True,True,30,27.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
222,261->734/SA1,SA1,261,734,True,True,31,27.0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,13,1,3,3
223,261->757/SA0,SA0,261,757,True,True,58,11.0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0
224,261->758/SA1,SA1,261,758,True,True,31,43.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
225,261/SA0,SA0,261,261,False,True,129,11.0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,13,19,39,4,8,0,2,3
226,261/SA1,SA1,261,261,False,True,139,1.0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,19,30,43,2,13,1,3,3
227,267/SA0,SA0,267,267,False,True,98,7.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0
228,267/SA1,SA1,267,267,False,True,92,3.0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0
229,268/SA0,SA0,268,268,False,True,123,1.0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,121,0,0
230,268/SA1,SA1,268,268,False,True,119,9.0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,114,1,0
231,269/SA0,SA0,269,269,False,True,974,1.0,974,0,0,0,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,269/SA1,SA1,269,269,False,True,50,16.0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,270->344/SA0,SA0,270,344,True,True,854,1.0,854,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,270->392/SA0,SA0,270,392,True,True,115,3.0,115,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,270/SA0,SA0,270,270,False,True,969,1.0,969,0,0,0,0,0,854,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,270/SA1,SA1,270,270,False,True,55,12.0,55,0,0,0,0,0,47,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,273->344/SA0,SA0,273,344,True,True,8,44.0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,273/SA0,SA0,273,273,False,True,8,44.0,16,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,273/SA1,SA1,273,273,False,True,47,12.0,94,0,0,0,0,0,47,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,276/SA0,SA0,276,276,False,True,131,12.0,238,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,6,14,12,7,23,10,14,8,13
241,276/SA1,SA1,276,276,False,True,893,1.0,1653,0,0,0,0,0,0,0,0,0,0,0,893,0,0,0,0,0,38,49,52,44,194,87,95,102,99
242,279/SA0,SA0,279,279,False,True,656,4.0,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,142,103,104,302,148,138,193,140
243,279/SA1,SA1,279,279,False,True,38,16.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,7,13,10,5,11,7
244,280->348/SA0,SA0,280,348,True,True,15,13.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,4,0,4,4,6,2
245,280->349/SA0,SA0,280,349,True,True,218,6.0,218,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0
246,280->350/SA0,SA0,280,350,True,True,123,2.0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0
247,280/SA0,SA0,280,280,False,True,291,2.0,376,0,0,0,0,0,0,0,0,0,0,0,0,218,123,0,0,0,8,4,3,4,0,4,4,6,2
248,280/SA1,SA1,280,280,False,True,16,111.0,21,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0
249,284/SA0,SA0,284,284,False,True,6,111.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,1
250,284/SA1,SA1,284,284,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,285/SA0,SA0,285,285,False,True,50,16.0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
252,285/SA1,SA1,285,285,False,True,14,111.0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
253,286/SA0,SA0,286,286,False,True,57,16.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
254,286/SA1,SA1,286,286,False,True,7,251.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
255,287->432/SA1,SA1,287,432,True,True,14,15.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,6,4
256,287->437/SA1,SA1,287,437,True,True,17,28.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,7,3,3,1,0,1
257,287/SA0,SA0,287,287,False,True,6,57.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,0,1,0
258,287/SA1,SA1,287,287,False,True,24,15.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,7,11,6,7,6,5
259,29->273/SA1,SA1,29,273,True,True,5,155.0,10,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,29->285/SA1,SA1,29,285,True,True,14,22.0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
261,29->287/SA1,SA1,29,287,True,True,3,28.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,1,1
262,29->290/SA1,SA1,29,290,True,True,124,2.0,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,29->291/SA1,SA1,29,291,True,True,120,8.0,120,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,29->292/SA1,SA1,29,292,True,True,131,4.0,131,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,29/SA0,SA0,29,29,False,True,255,3.0,414,122,129,123,0,0,8,0,0,0,0,8,0,14,0,0,0,0,1,2,1,1,2,2,0,1,0
266,29/SA1,SA1,29,29,False,True,262,2.0,408,124,120,131,0,0,5,0,0,0,0,5,0,14,0,0,0,0,1,1,2,1,2,0,0,1,1
267,290/SA0,SA0,290,290,False,True,122,3.0,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,290/SA1,SA1,290,290,False,True,902,1.0,902,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,291/SA0,SA0,291,291,False,True,129,6.0,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,291/SA1,SA1,291,291,False,True,895,1.0,895,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,292/SA0,SA0,292,292,False,True,123,3.0,123,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,292/SA1,SA1,292,292,False,True,901,1.0,901,0,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,293/SA0,SA0,293,293,False,True,134,2.0,134,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,293/SA1,SA1,293,293,False,True,890,1.0,890,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,294/SA0,SA0,294,294,False,True,6,181.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,3,1,2,2
276,295/SA0,SA0,295,295,False,True,127,6.0,127,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,295/SA1,SA1,295,295,False,True,897,1.0,897,0,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,296/SA0,SA0,296,296,False,True,133,3.0,133,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,296/SA1,SA1,296,296,False,True,891,1.0,891,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,297/SA0,SA0,297,297,False,True,244,5.0,244,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,297/SA1,SA1,297,297,False,True,780,1.0,780,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,298->355/SA1,SA1,298,355,True,True,139,1.0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0
283,298->356/SA1,SA1,298,356,True,True,132,6.0,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,298/SA0,SA0,298,298,False,True,568,3.0,770,0,0,0,0,0,0,0,0,0,370,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0
285,298/SA1,SA1,298,298,False,True,209,1.0,271,0,0,0,0,0,0,0,0,0,132,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0
286,301/SA0,SA0,301,301,False,True,513,3.0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0
287,301/SA1,SA1,301,301,False,True,249,2.0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0
288,302/SA1,SA1,302,302,False,True,262,1.0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0
289,303/SA0,SA0,303,303,False,True,502,2.0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0
290,303/SA1,SA1,303,303,False,True,232,1.0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0
291,304/SA1,SA1,304,304,False,True,290,6.0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0
292,305/SA0,SA0,305,305,False,True,527,3.0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0
293,305/SA1,SA1,305,305,False,True,237,1.0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0
294,306/SA1,SA1,306,306,False,True,260,6.0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0
295,307/SA0,SA0,307,307,False,True,529,2.0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0
296,307/SA1,SA1,307,307,False,True,248,5.0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0
297,308/SA1,SA1,308,308,False,True,247,1.0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0
298,309/SA0,SA0,309,309,False,True,186,1.0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,94,0,0
299,309/SA1,SA1,309,309,False,True,584,3.0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,318,0,0
300,310->476/SA1,SA1,310,476,True,True,4,145.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
301,310->478/SA1,SA1,310,478,True,True,1,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
302,310->480/SA1,SA1,310,480,True,True,1,33.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
303,310->482/SA1,SA1,310,482,True,True,1,145.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
304,316/SA0,SA0,316,316,False,True,153,1.0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,14,106,0
305,316/SA1,SA1,316,316,False,True,501,3.0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,75,341,0
306,317/SA0,SA0,317,317,False,True,138,9.0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,13,22,91
307,317/SA1,SA1,317,317,False,True,445,2.0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,38,80,316
308,318/SA1,SA1,318,318,False,True,437,3.0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,314,22,47,99
309,319->427/SA1,SA1,319,427,True,True,12,28.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,3,3
310,319->443/SA1,SA1,319,443,True,True,4,28.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,1,0,1,0
311,319/SA0,SA0,319,319,False,True,36,15.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,4,13,5,11,5,13
312,319/SA1,SA1,319,319,False,True,13,28.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,8,3,4,4,3
313,322/SA0,SA0,322,322,False,True,7,20.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,3,0,2,2,0
314,322/SA1,SA1,322,322,False,True,11,62.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,7,3,3,2,0
315,323/SA0,SA0,323,323,False,True,5,28.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,3,1
316,324/SA0,SA0,324,324,False,True,537,1.0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0
317,324/SA1,SA1,324,324,False,True,221,4.0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0
318,325/SA1,SA1,325,325,False,True,266,2.0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0
319,326/SA0,SA0,326,326,False,True,491,1.0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0
320,326/SA1,SA1,326,326,False,True,278,3.0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0
321,327/SA1,SA1,327,327,False,True,255,4.0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0
322,328/SA0,SA0,328,328,False,True,510,3.0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0
323,328/SA1,SA1,328,328,False,True,277,9.0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0
324,329/SA1,SA1,329,329,False,True,237,1.0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0
325,330/SA0,SA0,330,330,False,True,504,4.0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0
326,330/SA1,SA1,330,330,False,True,273,1.0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0
327,331/SA1,SA1,331,331,False,True,247,3.0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0
328,332/SA0,SA0,332,332,False,True,116,11.0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0
329,332/SA1,SA1,332,332,False,True,401,3.0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0
330,333/SA0,SA0,333,333,False,True,130,4.0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
331,333/SA1,SA1,333,333,False,True,373,6.0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373
332,334/SA0,SA0,334,334,False,True,103,4.0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0
333,334/SA1,SA1,334,334,False,True,378,6.0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0
334,335/SA0,SA0,335,335,False,True,113,5.0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0
335,335/SA1,SA1,335,335,False,True,375,7.0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0
336,336/SA0,SA0,336,336,False,True,85,11.0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0
337,336/SA1,SA1,336,336,False,True,279,6.0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0
338,338/SA0,SA0,338,338,False,True,90,4.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
