fault_id,fault,fault_type,source,location,is_branch,first_detecting_vector,detecting_vector_count,total_po_mismatches,detected
484,451->528/SA1,SA1,451,528,True,4.0,87,87,True
485,451->529/SA1,SA1,451,529,True,28.0,89,89,True
486,460->498/SA1,SA1,460,498,True,2.0,276,276,True
487,460->499/SA0,SA0,460,499,True,7.0,250,250,True
488,460/SA1,SA1,460,460,False,1.0,498,498,True
489,463->500/SA1,SA1,463,500,True,1.0,257,257,True
490,463->501/SA0,SA0,463,501,True,11.0,262,262,True
491,463/SA1,SA1,463,463,False,1.0,528,528,True
492,466->502/SA1,SA1,466,502,True,8.0,295,346,True
493,466->504/SA1,SA1,466,504,True,7.0,237,279,True
494,466->506/SA1,SA1,466,506,True,2.0,215,277,True
495,466->508/SA1,SA1,466,508,True,8.0,197,233,True
496,466->511/SA1,SA1,466,511,True,6.0,196,238,True
497,466->513/SA1,SA1,466,513,True,5.0,157,188,True
498,466->515/SA1,SA1,466,515,True,8.0,152,181,True
499,466->517/SA1,SA1,466,517,True,9.0,153,165,True
500,466/SA0,SA0,466,466,False,38.0,49,95,True
501,475/SA0,SA0,475,475,False,176.0,11,11,True
502,476/SA0,SA0,476,476,False,,0,0,False
503,477/SA0,SA0,477,477,False,222.0,10,10,True
504,478/SA0,SA0,478,478,False,,0,0,False
505,479/SA0,SA0,479,479,False,176.0,5,5,True
506,480/SA0,SA0,480,480,False,,0,0,False
507,481/SA0,SA0,481,481,False,114.0,7,7,True
508,482/SA0,SA0,482,482,False,579.0,2,2,True
509,483->510/SA1,SA1,483,510,True,19.0,121,157,True
510,483->512/SA1,SA1,483,512,True,10.0,93,104,True
511,483->514/SA1,SA1,483,514,True,16.0,91,102,True
512,483->516/SA1,SA1,483,516,True,13.0,117,134,True
513,483/SA0,SA0,483,483,False,1.0,346,555,True
514,488/SA0,SA0,488,488,False,6.0,403,487,True
515,488/SA1,SA1,488,488,False,259.0,2,3,True
516,489/SA0,SA0,489,489,False,1.0,311,373,True
517,489/SA1,SA1,489,489,False,259.0,2,2,True
518,490/SA0,SA0,490,490,False,8.0,295,344,True
519,490/SA1,SA1,490,490,False,259.0,1,1,True
520,491/SA0,SA0,491,491,False,2.0,303,331,True
521,491/SA1,SA1,491,491,False,259.0,3,3,True
522,492->518/SA1,SA1,492,518,True,5.0,287,287,True
523,492->519/SA0,SA0,492,519,True,3.0,226,226,True
524,492/SA1,SA1,492,492,False,1.0,533,533,True
525,495->520/SA1,SA1,495,520,True,2.0,270,270,True
526,495->521/SA0,SA0,495,521,True,1.0,221,221,True
527,495/SA1,SA1,495,495,False,2.0,531,531,True
528,498/SA0,SA0,498,498,False,2.0,526,526,True
529,498/SA1,SA1,498,498,False,8.0,276,276,True
530,499/SA1,SA1,499,499,False,1.0,222,222,True
531,500/SA0,SA0,500,500,False,1.0,519,519,True
532,500/SA1,SA1,500,500,False,3.0,234,234,True
533,501/SA1,SA1,501,501,False,2.0,271,271,True
534,502/SA0,SA0,502,502,False,38.0,11,15,True
535,503/SA1,SA1,503,503,False,176.0,11,11,True
536,504/SA0,SA0,504,504,False,176.0,6,6,True
537,505/SA1,SA1,505,505,False,222.0,10,10,True
538,506/SA0,SA0,506,506,False,56.0,11,14,True
539,507/SA1,SA1,507,507,False,176.0,5,5,True
540,508/SA0,SA0,508,508,False,103.0,7,10,True
541,509/SA1,SA1,509,509,False,114.0,9,9,True
542,51->276/SA1,SA1,51,276,True,4.0,123,276,True
543,51->279/SA1,SA1,51,279,True,53.0,46,107,True
544,51->316/SA1,SA1,51,316,True,7.0,167,203,True
545,51/SA0,SA0,51,51,False,1.0,268,521,True
546,51/SA1,SA1,51,51,False,4.0,274,537,True
547,510/SA0,SA0,510,510,False,1.0,151,171,True
548,511/SA0,SA0,511,511,False,144.0,10,16,True
549,512/SA0,SA0,512,512,False,21.0,128,142,True
550,513/SA0,SA0,513,513,False,56.0,11,11,True
551,514/SA0,SA0,514,514,False,1.0,117,127,True
552,515/SA0,SA0,515,515,False,56.0,9,10,True
553,516/SA0,SA0,516,516,False,1.0,109,125,True
554,517/SA0,SA0,517,517,False,84.0,13,15,True
555,518/SA0,SA0,518,518,False,3.0,513,513,True
556,518/SA1,SA1,518,518,False,2.0,265,265,True
557,519/SA1,SA1,519,519,False,1.0,246,246,True
558,520/SA0,SA0,520,520,False,1.0,491,491,True
559,520/SA1,SA1,520,520,False,6.0,272,272,True
560,521/SA1,SA1,521,521,False,3.0,261,261,True
561,522/SA0,SA0,522,522,False,,0,0,False
562,523/SA0,SA0,523,523,False,,0,0,False
563,524/SA0,SA0,524,524,False,206.0,1,1,True
564,525/SA0,SA0,525,525,False,,0,0,False
565,526/SA0,SA0,526,526,False,,0,0,False
566,527/SA1,SA1,527,527,False,,0,0,False
567,528/SA1,SA1,528,528,False,,0,0,False
568,529/SA1,SA1,529,529,False,,0,0,False
569,530->552/SA1,SA1,530,552,True,2.0,265,265,True
570,530/SA0,SA0,530,530,False,1.0,498,498,True
571,533->552/SA1,SA1,533,552,True,1.0,258,258,True
572,533/SA0,SA0,533,533,False,2.0,505,505,True
573,536/SA1,SA1,536,536,False,10.0,213,265,True
574,537/SA1,SA1,537,537,False,1.0,156,185,True
575,538/SA1,SA1,538,538,False,9.0,158,188,True
576,539/SA1,SA1,539,539,False,10.0,147,164,True
577,540/SA1,SA1,540,540,False,1.0,163,189,True
578,541/SA1,SA1,541,541,False,21.0,141,155,True
579,542/SA1,SA1,542,542,False,1.0,128,139,True
580,543/SA1,SA1,543,543,False,1.0,125,143,True
581,544->587/SA1,SA1,544,587,True,3.0,271,271,True
582,544/SA0,SA0,544,544,False,1.0,511,511,True
583,547->587/SA1,SA1,547,587,True,1.0,249,249,True
584,547/SA0,SA0,547,547,False,3.0,533,533,True
585,55->280/SA1,SA1,55,280,True,37.0,22,24,True
586,55->427/SA1,SA1,55,427,True,102.0,16,26,True
587,55->437/SA1,SA1,55,437,True,579.0,4,4,True
588,55/SA0,SA0,55,55,False,16.0,47,74,True
589,55/SA1,SA1,55,55,False,37.0,39,53,True
590,550/SA0,SA0,550,550,False,12.0,261,261,True
591,550/SA1,SA1,550,550,False,1.0,258,258,True
592,551/SA1,SA1,551,551,False,2.0,265,265,True
593,552/SA0,SA0,552,552,False,3.0,240,240,True
594,552/SA1,SA1,552,552,False,1.0,523,523,True
595,553->590/SA1,SA1,553,590,True,2.0,318,431,True
596,553->593/SA0,SA0,553,593,True,11.0,103,117,True
597,553->596/SA1,SA1,553,596,True,8.0,150,150,True
598,553/SA0,SA0,553,553,False,10.0,228,280,True
599,557->597/SA1,SA1,557,597,True,2.0,262,363,True
600,557->600/SA0,SA0,557,600,True,9.0,66,75,True
601,557->605/SA1,SA1,557,605,True,10.0,173,173,True
602,557/SA0,SA0,557,557,False,1.0,179,210,True
603,561->606/SA1,SA1,561,606,True,2.0,224,325,True
604,561->609/SA0,SA0,561,609,True,9.0,45,51,True
605,561->615/SA1,SA1,561,615,True,1.0,154,154,True
606,561/SA0,SA0,561,561,False,9.0,166,196,True
607,565->616/SA1,SA1,565,616,True,8.0,182,248,True
608,565->619/SA0,SA0,565,619,True,28.0,46,51,True
609,565->624/SA1,SA1,565,624,True,1.0,154,154,True
610,565/SA0,SA0,565,565,False,10.0,160,177,True
611,569->625/SA1,SA1,569,625,True,6.0,183,258,True
612,569->628/SA0,SA0,569,628,True,41.0,54,64,True
613,569->631/SA1,SA1,569,631,True,10.0,163,163,True
614,569/SA0,SA0,569,569,False,1.0,165,192,True
615,573->632/SA1,SA1,573,632,True,5.0,153,215,True
616,573->635/SA0,SA0,573,635,True,21.0,50,56,True
617,573->640/SA1,SA1,573,640,True,10.0,116,116,True
618,573/SA0,SA0,573,573,False,21.0,143,157,True
619,577->641/SA1,SA1,577,641,True,8.0,136,182,True
620,577->644/SA0,SA0,577,644,True,9.0,40,44,True
621,577->650/SA1,SA1,577,650,True,8.0,123,123,True
622,577/SA0,SA0,577,577,False,1.0,129,140,True
623,581->651/SA1,SA1,581,651,True,9.0,131,155,True
624,581->654/SA0,SA0,581,654,True,8.0,45,51,True
625,581->659/SA1,SA1,581,659,True,2.0,122,122,True
626,581/SA0,SA0,581,581,False,1.0,128,146,True
627,585/SA0,SA0,585,585,False,4.0,242,242,True
628,585/SA1,SA1,585,585,False,1.0,249,249,True
629,586/SA1,SA1,586,586,False,3.0,271,271,True
630,587/SA0,SA0,587,587,False,6.0,262,262,True
631,587/SA1,SA1,587,587,False,1.0,520,520,True
632,59->284/SA1,SA1,59,284,True,186.0,2,2,True
633,59->286/SA1,SA1,59,286,True,16.0,7,7,True
634,59->293/SA1,SA1,59,293,True,6.0,120,120,True
635,59->294/SA1,SA1,59,294,True,227.0,1,1,True
636,59->295/SA1,SA1,59,295,True,5.0,115,115,True
637,59->296/SA1,SA1,59,296,True,3.0,113,113,True
638,59->319/SA1,SA1,59,319,True,103.0,16,29,True
639,59->442/SA1,SA1,59,442,True,438.0,3,7,True
640,59/SA0,SA0,59,59,False,7.0,283,459,True
641,59/SA1,SA1,59,59,False,3.0,238,390,True
642,590->665/SA1,SA1,590,665,True,100.0,11,11,True
643,590/SA0,SA0,590,590,False,2.0,767,1014,True
644,590/SA1,SA1,590,590,False,10.0,81,94,True
645,593->665/SA1,SA1,593,665,True,8.0,182,182,True
646,593->841/SA1,SA1,593,841,True,20.0,75,75,True
647,593/SA0,SA0,593,593,False,1.0,342,375,True
648,593/SA1,SA1,593,593,False,8.0,232,257,True
649,596/SA0,SA0,596,596,False,10.0,51,51,True
650,597->673/SA1,SA1,597,673,True,710.0,8,8,True
651,597/SA0,SA0,597,597,False,2.0,603,845,True
652,597/SA1,SA1,597,597,False,1.0,68,79,True
653,600->673/SA1,SA1,600,673,True,19.0,184,184,True
654,600->765/SA1,SA1,600,765,True,76.0,20,25,True
655,600->766/SA1,SA1,600,766,True,34.0,18,21,True
656,600->814/SA1,SA1,600,814,True,8.0,29,31,True
657,600/SA0,SA0,600,600,False,2.0,281,318,True
658,600/SA1,SA1,600,600,False,8.0,216,243,True
659,605/SA0,SA0,605,605,False,20.0,26,26,True
660,606->682/SA1,SA1,606,682,True,184.0,18,18,True
661,606/SA0,SA0,606,606,False,1.0,508,737,True
662,606/SA1,SA1,606,606,False,29.0,57,76,True
663,609->682/SA1,SA1,609,682,True,1.0,173,173,True
664,609->764/SA1,SA1,609,764,True,40.0,5,5,True
665,609->766/SA1,SA1,609,766,True,88.0,10,12,True
666,609->813/SA1,SA1,609,813,True,28.0,18,18,True
667,609->814/SA1,SA1,609,814,True,28.0,26,30,True
668,609/SA0,SA0,609,609,False,2.0,266,288,True
669,609/SA1,SA1,609,609,False,1.0,199,232,True
670,615/SA0,SA0,615,615,False,56.0,47,47,True
671,616->692/SA1,SA1,616,692,True,34.0,10,10,True
672,616/SA0,SA0,616,616,False,1.0,482,679,True
673,616/SA1,SA1,616,616,False,13.0,45,53,True
674,619->692/SA1,SA1,619,692,True,1.0,187,187,True
675,619->812/SA1,SA1,619,812,True,86.0,30,30,True
676,619->813/SA1,SA1,619,813,True,75.0,14,14,True
677,619->814/SA1,SA1,619,814,True,23.0,17,19,True
678,619/SA0,SA0,619,619,False,8.0,239,270,True
679,619/SA1,SA1,619,619,False,1.0,217,250,True
680,624/SA0,SA0,624,624,False,10.0,40,40,True
681,625->700/SA1,SA1,625,700,True,60.0,12,12,True
682,625/SA0,SA0,625,625,False,1.0,436,606,True
683,625/SA1,SA1,625,625,False,47.0,49,66,True
684,628->700/SA1,SA1,628,700,True,9.0,178,178,True
685,628->795/SA1,SA1,628,795,True,57.0,28,48,True
686,628/SA0,SA0,628,628,False,8.0,237,266,True
687,628/SA1,SA1,628,628,False,9.0,191,226,True
688,631/SA0,SA0,631,631,False,65.0,39,39,True
689,632->708/SA1,SA1,632,708,True,133.0,14,14,True
690,632/SA0,SA0,632,632,False,1.0,374,523,True
691,632/SA1,SA1,632,632,False,40.0,46,54,True
692,635->708/SA1,SA1,635,708,True,9.0,120,120,True
693,635->734/SA1,SA1,635,734,True,126.0,16,21,True
694,635->762/SA1,SA1,635,762,True,1.0,12,18,True
695,635->763/SA1,SA1,635,763,True,237.0,5,10,True
696,635/SA0,SA0,635,635,False,8.0,199,221,True
697,635/SA1,SA1,635,635,False,1.0,140,160,True
698,640/SA0,SA0,640,640,False,40.0,37,37,True
699,641->717/SA1,SA1,641,717,True,184.0,15,15,True
700,641/SA0,SA0,641,641,False,7.0,329,452,True
701,641/SA1,SA1,641,641,False,1.0,44,51,True
702,644->717/SA1,SA1,644,717,True,16.0,128,128,True
703,644->733/SA1,SA1,644,733,True,18.0,17,17,True
704,644->734/SA1,SA1,644,734,True,73.0,17,21,True
705,644->761/SA1,SA1,644,761,True,18.0,8,8,True
706,644->763/SA1,SA1,644,763,True,139.0,7,10,True
707,644/SA0,SA0,644,644,False,3.0,183,211,True
708,644/SA1,SA1,644,644,False,16.0,149,171,True
709,650/SA0,SA0,650,650,False,26.0,30,30,True
710,651->727/SA1,SA1,651,727,True,133.0,12,12,True
711,651/SA0,SA0,651,651,False,3.0,342,432,True
712,651/SA1,SA1,651,651,False,40.0,35,47,True
713,654->727/SA1,SA1,654,727,True,2.0,133,133,True
714,654->732/SA1,SA1,654,732,True,13.0,25,25,True
715,654->733/SA1,SA1,654,733,True,53.0,12,12,True
716,654->734/SA1,SA1,654,734,True,51.0,11,13,True
717,654/SA0,SA0,654,654,False,8.0,195,233,True
718,654/SA1,SA1,654,654,False,2.0,160,183,True
719,659/SA0,SA0,659,659,False,26.0,33,33,True
720,660/SA1,SA1,660,660,False,3.0,501,501,True
721,661/SA1,SA1,661,661,False,4.0,504,504,True
722,662->737/SA1,SA1,662,737,True,5.0,173,173,True
723,662/SA0,SA0,662,662,False,10.0,80,94,True
724,662/SA1,SA1,662,662,False,2.0,751,906,True
725,665->736/SA1,SA1,665,736,True,9.0,131,131,True
726,665->830/SA0,SA0,665,830,True,61.0,68,68,True
727,665->831/SA1,SA1,665,831,True,20.0,34,34,True
728,665/SA0,SA0,665,665,False,11.0,229,229,True
729,665/SA1,SA1,665,665,False,8.0,193,193,True
730,669/SA1,SA1,669,669,False,10.0,51,51,True
731,670->740/SA1,SA1,670,740,True,5.0,186,186,True
732,670/SA0,SA0,670,670,False,1.0,70,85,True
733,670/SA1,SA1,670,670,False,2.0,557,731,True
734,673->739/SA1,SA1,673,739,True,19.0,132,132,True
735,673->832/SA0,SA0,673,832,True,28.0,74,74,True
736,673->833/SA1,SA1,673,833,True,34.0,44,44,True
737,673/SA0,SA0,673,673,False,2.0,224,224,True
738,673/SA1,SA1,673,673,False,19.0,192,192,True
739,677/SA1,SA1,677,677,False,20.0,26,26,True
740,678->743/SA1,SA1,678,743,True,1.0,174,174,True
741,678->765/SA1,SA1,678,765,True,2.0,247,282,True
742,678/SA0,SA0,678,678,False,21.0,57,74,True
743,678/SA1,SA1,678,678,False,1.0,461,633,True
744,68->284/SA1,SA1,68,284,True,381.0,1,3,True
745,68->285/SA1,SA1,68,285,True,32.0,10,10,True
746,68->286/SA1,SA1,68,286,True,381.0,1,1,True
747,68/SA0,SA0,68,68,False,16.0,19,24,True
748,68/SA1,SA1,68,68,False,32.0,10,14,True
749,682->742/SA1,SA1,682,742,True,1.0,124,124,True
750,682->834/SA0,SA0,682,834,True,66.0,64,64,True
751,682->835/SA1,SA1,682,835,True,20.0,41,41,True
752,682/SA0,SA0,682,682,False,2.0,211,211,True
753,682/SA1,SA1,682,682,False,1.0,191,191,True
754,686/SA1,SA1,686,686,False,56.0,48,48,True
755,687->746/SA1,SA1,687,746,True,1.0,186,186,True
756,687->764/SA1,SA1,687,764,True,51.0,88,88,True
757,687->766/SA1,SA1,687,766,True,2.0,119,136,True
758,687/SA0,SA0,687,687,False,13.0,52,60,True
759,687/SA1,SA1,687,687,False,1.0,421,578,True
760,692->745/SA1,SA1,692,745,True,1.0,121,121,True
761,692->806/SA0,SA0,692,806,True,61.0,51,51,True
762,692->807/SA1,SA1,692,807,True,75.0,51,51,True
763,692/SA0,SA0,692,692,False,8.0,194,194,True
764,692/SA1,SA1,692,692,False,1.0,197,197,True
765,696/SA1,SA1,696,696,False,10.0,40,40,True
766,697->749/SA1,SA1,697,749,True,6.0,170,170,True
767,697/SA0,SA0,697,697,False,47.0,49,69,True
768,697/SA1,SA1,697,697,False,1.0,379,508,True
769,700->748/SA1,SA1,700,748,True,9.0,128,128,True
770,700->788/SA0,SA0,700,788,True,58.0,52,52,True
771,700->789/SA1,SA1,700,789,True,60.0,43,43,True
772,700/SA0,SA0,700,700,False,11.0,197,197,True
773,700/SA1,SA1,700,700,False,9.0,190,190,True
774,704/SA1,SA1,704,704,False,65.0,39,39,True
775,705->752/SA1,SA1,705,752,True,5.0,131,131,True
776,705/SA0,SA0,705,705,False,40.0,38,45,True
777,705/SA1,SA1,705,705,False,1.0,331,448,True
778,708->751/SA1,SA1,708,751,True,9.0,87,87,True
779,708->790/SA0,SA0,708,790,True,58.0,43,43,True
780,708->791/SA1,SA1,708,791,True,1.0,36,36,True
781,708/SA0,SA0,708,708,False,11.0,156,156,True
782,708/SA1,SA1,708,708,False,9.0,134,134,True
783,712/SA1,SA1,712,712,False,7.0,144,144,True
784,713->755/SA1,SA1,713,755,True,7.0,125,125,True
785,713->762/SA1,SA1,713,762,True,32.0,106,147,True
786,713/SA0,SA0,713,713,False,1.0,39,46,True
787,713/SA1,SA1,713,713,False,7.0,283,381,True
788,717->754/SA1,SA1,717,754,True,16.0,85,85,True
789,717->792/SA0,SA0,717,792,True,13.0,39,39,True
790,717->793/SA1,SA1,717,793,True,40.0,40,40,True
791,717/SA0,SA0,717,717,False,3.0,151,151,True
792,717/SA1,SA1,717,717,False,16.0,143,143,True
793,72/SA1,SA1,72,72,False,418.0,2,5,True
794,721/SA1,SA1,721,721,False,10.0,109,109,True
795,722->760/SA1,SA1,722,760,True,3.0,133,133,True
796,722->761/SA1,SA1,722,761,True,9.0,46,46,True
797,722->763/SA1,SA1,722,763,True,41.0,47,60,True
798,722/SA0,SA0,722,722,False,21.0,38,41,True
799,722/SA1,SA1,722,722,False,3.0,285,354,True
800,727->757/SA0,SA0,727,757,True,44.0,31,31,True
801,727->758/SA1,SA1,727,758,True,19.0,51,51,True
802,727->759/SA1,SA1,727,759,True,2.0,95,95,True
803,727/SA0,SA0,727,727,False,9.0,158,158,True
804,727/SA1,SA1,727,727,False,2.0,145,145,True
805,73/SA1,SA1,73,73,False,,0,0,False
806,731/SA1,SA1,731,731,False,6.0,127,127,True
807,732/SA0,SA0,732,732,False,13.0,115,115,True
808,732/SA1,SA1,732,732,False,8.0,37,37,True
809,733/SA0,SA0,733,733,False,9.0,109,109,True
810,733/SA1,SA1,733,733,False,147.0,17,17,True
811,734/SA0,SA0,734,734,False,1.0,230,317,True
812,734/SA1,SA1,734,734,False,8.0,16,21,True
813,735/SA0,SA0,735,735,False,2.0,733,733,True
814,735/SA1,SA1,735,735,False,10.0,72,72,True
815,736/SA0,SA0,736,736,False,1.0,97,97,True
816,737/SA0,SA0,737,737,False,24.0,22,22,True
817,738/SA0,SA0,738,738,False,2.0,477,545,True
818,738/SA1,SA1,738,738,False,1.0,52,57,True
819,739/SA0,SA0,739,739,False,2.0,94,94,True
820,74/SA1,SA1,74,74,False,144.0,11,11,True
821,740/SA0,SA0,740,740,False,11.0,28,28,True
822,741/SA0,SA0,741,741,False,19.0,177,177,True
823,741/SA1,SA1,741,741,False,153.0,23,23,True
824,742/SA0,SA0,742,742,False,2.0,105,105,True
825,743/SA0,SA0,743,743,False,21.0,25,25,True
826,744/SA0,SA0,744,744,False,1.0,168,168,True
827,744/SA1,SA1,744,744,False,20.0,14,14,True
828,745/SA0,SA0,745,745,False,73.0,100,100,True
829,746/SA0,SA0,746,746,False,21.0,27,27,True
830,747/SA0,SA0,747,747,False,1.0,247,338,True
831,747/SA1,SA1,747,747,False,127.0,30,42,True
832,748/SA0,SA0,748,748,False,11.0,96,96,True
833,749/SA0,SA0,749,749,False,47.0,27,27,True
834,75->287/SA1,SA1,75,287,True,114.0,3,6,True
835,75->290/SA1,SA1,75,290,True,2.0,127,127,True
836,75->293/SA1,SA1,75,293,True,9.0,138,138,True
837,75->294/SA1,SA1,75,294,True,755.0,3,5,True
838,75/SA0,SA0,75,75,False,7.0,228,282,True
839,75/SA1,SA1,75,75,False,2.0,236,276,True
840,750/SA1,SA1,750,750,False,40.0,26,31,True
841,751/SA0,SA0,751,751,False,11.0,79,79,True
842,752/SA0,SA0,752,752,False,93.0,14,14,True
843,753/SA1,SA1,753,753,False,1.0,9,9,True
844,754/SA0,SA0,754,754,False,3.0,79,79,True
845,755/SA0,SA0,755,755,False,6.0,20,20,True
846,756/SA1,SA1,756,756,False,40.0,12,12,True
847,757/SA0,SA0,757,757,False,33.0,59,59,True
848,757/SA1,SA1,757,757,False,19.0,82,82,True
849,758/SA0,SA0,758,758,False,28.0,28,28,True
850,759/SA0,SA0,759,759,False,11.0,94,94,True
851,760/SA0,SA0,760,760,False,21.0,15,15,True
852,761/SA1,SA1,761,761,False,237.0,7,7,True
853,762/SA1,SA1,762,762,False,60.0,16,17,True
854,763/SA1,SA1,763,763,False,216.0,7,7,True
855,764/SA1,SA1,764,764,False,34.0,5,5,True
856,765/SA1,SA1,765,765,False,29.0,22,26,True
857,766/SA1,SA1,766,766,False,13.0,13,14,True
858,767/SA0,SA0,767,767,False,,0,0,False
859,767/SA1,SA1,767,767,False,,0,0,False
860,768/SA0,SA0,768,768,False,,0,0,False
861,768/SA1,SA1,768,768,False,,0,0,False
862,769/SA1,SA1,769,769,False,1.0,119,119,True
863,770/SA1,SA1,770,770,False,2.0,122,122,True
864,771/SA1,SA1,771,771,False,2.0,130,130,True
865,772/SA1,SA1,772,772,False,21.0,127,127,True
866,773->788/SA0,SA0,773,788,True,60.0,43,43,True
867,773->789/SA1,SA1,773,789,True,58.0,52,52,True
868,773->795/SA1,SA1,773,795,True,1.0,125,168,True
869,773/SA0,SA0,773,773,False,8.0,108,136,True
870,777/SA1,SA1,777,777,False,11.0,123,123,True
871,778->790/SA0,SA0,778,790,True,1.0,36,36,True
872,778->791/SA1,SA1,778,791,True,58.0,43,43,True
873,778/SA0,SA0,778,778,False,1.0,52,52,True
874,781/SA1,SA1,781,781,False,11.0,93,93,True
875,782->792/SA0,SA0,782,792,True,40.0,40,40,True
876,782->793/SA1,SA1,782,793,True,13.0,39,39,True
877,782/SA0,SA0,782,782,False,8.0,60,60,True
878,785/SA1,SA1,785,785,False,3.0,99,99,True
879,786/SA1,SA1,786,786,False,28.0,87,87,True
880,787/SA1,SA1,787,787,False,11.0,109,109,True
881,788/SA0,SA0,788,788,False,9.0,97,97,True
882,788/SA1,SA1,788,788,False,58.0,95,95,True
883,789/SA0,SA0,789,789,False,28.0,24,24,True
884,790/SA0,SA0,790,790,False,9.0,66,66,True
885,790/SA1,SA1,790,790,False,1.0,79,79,True
886,791/SA0,SA0,791,791,False,61.0,16,16,True
887,792/SA0,SA0,792,792,False,16.0,76,76,True
888,792/SA1,SA1,792,792,False,13.0,79,79,True
889,793/SA0,SA0,793,793,False,8.0,20,20,True
890,795/SA1,SA1,795,795,False,8.0,58,69,True
891,796->806/SA0,SA0,796,806,True,75.0,51,51,True
892,796->807/SA1,SA1,796,807,True,61.0,51,51,True
893,796->812/SA1,SA1,796,812,True,32.0,69,69,True
894,796->813/SA1,SA1,796,813,True,51.0,40,40,True
895,796->814/SA1,SA1,796,814,True,15.0,62,72,True
896,796/SA0,SA0,796,796,False,8.0,117,146,True
897,8->269/SA1,SA1,8,269,True,9.0,65,65,True
898,8->279/SA1,SA1,8,279,True,9.0,37,79,True
899,8->280/SA1,SA1,8,280,True,28.0,26,29,True
900,8->309/SA1,SA1,8,309,True,8.0,196,237,True
901,8/SA0,SA0,8,8,False,10.0,251,384,True
902,8/SA1,SA1,8,8,False,8.0,259,394,True
903,80->287/SA1,SA1,80,287,True,169.0,3,4,True
904,80->291/SA1,SA1,80,291,True,11.0,128,128,True
905,80->293/SA1,SA1,80,293,True,4.0,142,142,True
906,80->295/SA1,SA1,80,295,True,11.0,139,139,True
907,80/SA0,SA0,80,80,False,7.0,266,411,True
908,80/SA1,SA1,80,80,False,4.0,266,413,True
909,802/SA1,SA1,802,802,False,9.0,121,121,True
910,803/SA1,SA1,803,803,False,9.0,82,82,True
911,804/SA1,SA1,804,804,False,8.0,96,96,True
912,805/SA1,SA1,805,805,False,4.0,198,198,True
913,806/SA0,SA0,806,806,False,1.0,106,106,True
914,806/SA1,SA1,806,806,False,61.0,102,102,True
915,807/SA0,SA0,807,807,False,8.0,19,19,True
916,811/SA0,SA0,811,811,False,1.0,760,760,True
917,812/SA1,SA1,812,812,False,28.0,31,31,True
918,813/SA1,SA1,813,813,False,147.0,21,21,True
919,814/SA1,SA1,814,814,False,43.0,21,24,True
920,815->830/SA0,SA0,815,830,True,20.0,34,34,True
921,815->831/SA1,SA1,815,831,True,61.0,68,68,True
922,815->841/SA1,SA1,815,841,True,2.0,369,369,True
923,815/SA0,SA0,815,815,False,1.0,180,198,True
924,819->832/SA0,SA0,819,832,True,34.0,44,44,True
925,819->833/SA1,SA1,819,833,True,28.0,74,74,True
926,819/SA0,SA0,819,819,False,34.0,68,68,True
927,822->834/SA0,SA0,822,834,True,20.0,41,41,True
928,822->835/SA1,SA1,822,835,True,66.0,64,64,True
929,822/SA0,SA0,822,822,False,20.0,53,53,True
930,825/SA1,SA1,825,825,False,1.0,125,125,True
931,826/SA1,SA1,826,826,False,2.0,255,255,True
932,827/SA1,SA1,827,827,False,1.0,194,194,True
933,828/SA1,SA1,828,828,False,13.0,209,209,True
934,830/SA0,SA0,830,830,False,8.0,108,108,True
935,830/SA1,SA1,830,830,False,20.0,102,102,True
936,831/SA0,SA0,831,831,False,13.0,18,18,True
937,832/SA0,SA0,832,832,False,19.0,103,103,True
938,832/SA1,SA1,832,832,False,28.0,118,118,True
939,833/SA0,SA0,833,833,False,72.0,24,24,True
940,834/SA0,SA0,834,834,False,1.0,104,104,True
941,834/SA1,SA1,834,834,False,20.0,105,105,True
942,835/SA0,SA0,835,835,False,147.0,12,12,True
943,837/SA0,SA0,837,837,False,1.0,674,674,True
944,838/SA0,SA0,838,838,False,1.0,770,770,True
945,839/SA0,SA0,839,839,False,1.0,770,770,True
946,841/SA1,SA1,841,841,False,1.0,146,146,True
947,842/SA1,SA1,842,842,False,8.0,126,126,True
948,843/SA1,SA1,843,843,False,19.0,127,127,True
949,844/SA1,SA1,844,844,False,1.0,116,116,True
950,845/SA1,SA1,845,845,False,2.0,268,268,True
951,849/SA1,SA1,849,849,False,1.0,291,291,True
952,85/SA1,SA1,85,85,False,1.0,277,277,True
953,850/SA0,SA0,850,850,False,,0,0,False
954,850/SA1,SA1,850,850,False,,0,0,False
955,854/SA0,SA0,854,854,False,2.0,686,686,True
956,859/SA1,SA1,859,859,False,3.0,263,263,True
957,86/SA1,SA1,86,86,False,3.0,253,253,True
958,860/SA1,SA1,860,860,False,3.0,275,275,True
959,861/SA1,SA1,861,861,False,6.0,266,266,True
960,863/SA0,SA0,863,863,False,,0,0,False
961,863/SA1,SA1,863,863,False,,0,0,False
962,864/SA0,SA0,864,864,False,,0,0,False
963,864/SA1,SA1,864,864,False,,0,0,False
964,865/SA0,SA0,865,865,False,,0,0,False
965,865/SA1,SA1,865,865,False,,0,0,False
966,866/SA0,SA0,866,866,False,,0,0,False
967,866/SA1,SA1,866,866,False,,0,0,False
968,867/SA0,SA0,867,867,False,1.0,680,680,True
969,868/SA0,SA0,868,868,False,1.0,675,675,True
970,869/SA0,SA0,869,869,False,2.0,686,686,True
971,87/SA0,SA0,87,87,False,1.0,188,236,True
