vector_id, input_vector                                                , PO_388, PO_389, PO_390, PO_391, PO_418, PO_419, PO_420, PO_421, PO_422, PO_423, PO_446, PO_447, PO_448, PO_449, PO_450, PO_767, PO_768, PO_850, PO_863, PO_864, PO_865, PO_866, PO_874, PO_878, PO_879, PO_880
      260, 100111111010111110001011000000000000100100011100110011010011,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      1,      1,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      1,      1,      0
      261, 111111010010011001001010010010001000010011010000110011110111,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      1,      0,      0
      262, 001100111100110001000101100110000000110000011111011001000011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      0,      0,      1,      1,      1
      263, 010101010000001001011000011001000100000001110000001100000010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0
      264, 110000101110001100100010101010011000111000101000100101111110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      0,      1
      265, 001000010101010110001011010001011100010000011111110111111001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      0
      266, 100111000000000100111010100011000010100011000101001111101000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      0,      1,      1,      0
      267, 001011111110000100101111100100010001111011000011101001001010,      1,      0,      1,      0,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      0,      1,      1,      0
      268, 010010111100011011101100011011100011001010010100010100010001,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      0,      1,      1,      0,      0
      269, 000110001010011100011011100001011110001011000110101110101001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1
      270, 010110100110111011010111101101110010010100101100011001011101,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      1,      1,      1,      1
      271, 010001000010010001101000110110011110100110011011011001001100,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1
      272, 101110010111101111101111000000110101001010010110100111011000,      0,      0,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      0,      1
      273, 101100111111110111001111111011100010011110011100111000100000,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      274, 101111110101000010011100001111000011011011010000001011011101,      0,      1,      1,      0,      0,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      0,      0,      0,      1,      1,      1,      0
      275, 101101000111100111111100000001110111001010001001100010011001,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0
      276, 010101010000111101101111111001010100100011110011101011011000,      1,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1
      277, 110100010000001010000000000000000011110001100010110100110001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      1,      1,      1
      278, 110011110000011001111101001111100011100010110111001011010110,      0,      0,      1,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      1
      279, 110010110101101101100000011101010010011110111100111000010101,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      0,      1,      1,      0,      1
      280, 100011010111001111011000011000010111010001100110001001100010,      1,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      1,      0,      1,      1
      281, 110100100010010010100101000001011001101110011011011101001010,      0,      0,      0,      0,      0,      1,      1,      0,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      0,      1,      0,      1,      1,      1,      0
      282, 000110011000110111010101110110011010101110011011101111101100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      1,      0,      1
      283, 000110011000000110001111000011011000000111000100101001111011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      1,      1,      0
      284, 010100101100000110100001100010100100101101100110001100110011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      1,      1,      0
      285, 110011000111000111101100010010111010101100000011000001010011,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0
      286, 000001110001111110001101000100011100111000100100000100001010,      1,      1,      1,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      0,      1,      0,      0,      1
      287, 101001011011100100101001010111000010000010000010111100001100,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      1,      1,      1,      0
      288, 000000100001110001000011011100010111110000000101110000010101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      1,      1,      0,      0,      1,      1,      1,      0
      289, 100000110011111101010011101111011101001101101000101001010101,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1
      290, 110001010010110010011010100010000011101111111111110101111111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      291, 010100011100110101011111100001100101010101000101110011010000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      0,      1,      0,      1,      1,      1,      1,      1
      292, 011000011011001101111100100011001110111100100100101001100001,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      293, 000101100101000101000001110100010101100000100001110100011010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      0,      1,      1
      294, 110010011000100010010100011111101110000000001101000110101010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      1,      1,      0
      295, 101000011110001101010000101011011101110111000101100111100101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      1,      1,      0
      296, 111001000101000100001000111110100011100001101111100100011100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1
      297, 100000000101111111100001111111111110101110110010110100111011,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      298, 001010100110011000110110011111111011110110101001111011100000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      1
      299, 110101000001000010111101111100000011111000000100001111101110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      0
      300, 100011101111000010010010000011101100010111001011000111011001,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1,      1,      0
      301, 010001000111101100000000001100000000111100111011011100011000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      0,      0,      1
      302, 001100001000110001000101011110111110010110101010001011111001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1
      303, 001000000001001100101100010110101000011100100011000101111000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      1
      304, 001111011101100011101011101100110101111001001011000010010011,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      0,      0,      1,      0,      0,      0,      1,      0
      305, 000111010101010011011010000000100000000011010111110001101110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0
      306, 001011101111111010010001000000100101001100110110000000111000,      0,      1,      0,      0,      0,      1,      1,      0,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0
      307, 001001010001010100010100011101100001001101010110011000000000,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      0,      1,      0,      1,      0
      308, 001010110111100110001000111010110111000111110100110101101101,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1
      309, 100111011101110011111111001011011101011011100101000010101110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      1,      0,      0,      1,      0,      1,      1,      1,      0,      0,      1,      1
      310, 001110000011101101100011000001110100111010111101001010000110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1
      311, 001111001111111010100011110110000010011011111111101100001010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1
      312, 011100000010000100110110111100101010101110100100110111111010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      1
      313, 101110101110110010100000100000101001011001101010011110101000,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      314, 111011110111010100101111100000110001000111011111110111100000,      1,      0,      1,      0,      0,      1,      1,      1,      0,      1,      1,      0,      1,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      315, 011001010101111010110100000011000101100001101101100101010100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      0,      1,      1,      1
      316, 100000000110110010010001100101010110110100110010001110111001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      1,      0,      1,      1
      317, 110101100110100011010011101010011101000110111101000001001011,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      1,      0,      1
      318, 010011110010010111100011111001101011001001100100101110001111,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      1,      1
      319, 010000010100010110010000011100110001100011000110001101011100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      1,      1,      0
      320, 010110010100100000111010010011000001011001010011110001001001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      1,      1,      0,      0
      321, 010001000001010110000111101000101110100011001001001001000111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0
      322, 101000111000110110011110100000100111111110011001111001000110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      0,      1,      0,      1,      0,      1,      1,      1,      1
      323, 011001010010111110000111100000001001100000001011100000010100,      1,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
      324, 010001011010110111100001001000100010111010001001010111011111,      1,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      1,      1,      0
      325, 111100000100000011001001011101010110011001000010010011011000,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      0,      1,      1,      1,      1
      326, 100011100000010000001010001101111011101001101100010011011010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0
      327, 110110010010110111110010111111100001001011100011010111000011,      0,      0,      0,      1,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      328, 110110011100010001001010110011011101000000110100000101100100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1
      329, 100000001000100011000101100101010111100001101000101010100101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1
      330, 010010001111001100110001011100011000100010111111101110100100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      331, 100110100100010101000011000010100100001011111100101000100111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0
      332, 101101101100011100011011101010010011111111001010010010111101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      1,      1,      1
      333, 000111000110111010001111010101111001100100101110100110101100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      0,      1,      1,      1,      0,      0,      0,      0,      1
      334, 011010100101011110101110111111010001001010100000010001111010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      0,      0,      1
      335, 100101011100100100000010010111001001100010101001000110111001,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      1,      0,      1
      336, 011100001110011000010100001010110011111010110111010110111100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1,      0,      1
      337, 000000001100110000100000001000111000111001100000101010001000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      1,      0,      0,      0,      1,      1
      338, 110001111000001100111110001010011000110001101011110111000101,      1,      0,      1,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      0,      0,      1,      1,      1
      339, 000011010000010110101000010011101101100001100011101110000110,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1
      340, 100111110110011101001110011011010000100011011010100000010100,      1,      0,      1,      0,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0
      341, 011010011011011000110000000010000110001001001101111010110110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      0,      1,      0
      342, 100101001101100000100110110001111001011111101011001101110100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      0,      1,      1,      1
      343, 100100010111101001111011100111010101100110001011110011010001,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      0,      1,      1,      1
      344, 011011101011101011011111101010110100011000110110101110100011,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1
      345, 100011100110000111100111010110101011011010001011011011000010,      0,      1,      0,      1,      0,      1,      0,      0,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      0
      346, 010000100110010101110110000001100111101001100110101000010110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      0,      0,      1,      1,      0,      1,      1,      1,      1
      347, 111001001100100100100110100000101001011100101011001010100111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      0,      0,      0,      0,      0,      1
      348, 000000010010111011011100001010101000011000111001100101101011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      0,      1,      0,      0,      1
      349, 011011100110011101111000010111110011100010100100111011001100,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      1,      0,      1
      350, 011111101101001001001000001000011011001001001000110100111100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      1,      0
      351, 101000010011101100110001100111011101010111001000111000111000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      352, 110010000100100100101111101110110010011100101010010111010010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      0,      1,      1,      1,      0,      0,      0,      1,      1
      353, 110011111100101100100011101000000011000111010011010111000110,      1,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1,      1,      1
      354, 000111001101000001000001100111010100001011000101011111110000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      1,      1,      1
      355, 101101011111010011010001010011100110101001101010001100000000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      1,      0,      1,      0,      0,      1,      1,      0
      356, 000100110011110001001001111111001111100000111011111001001101,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      357, 110010101101011011000101100100010011011011010011000111101110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      1,      0
      358, 011011001111011100011111011000110100000011100001000111000100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1
      359, 111010110001000000010010001100110001110111010111000000110000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0
      360, 100111100010111101001001011010100110011011101110101000010111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      0,      0,      0
      361, 101111100011011011010011100001100000011101000011000111001111,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      0,      0,      1,      0,      0,      0,      1,      0
      362, 000011011010100111111101111100010010000101100011111111111111,      1,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      363, 100111100011110101011111000111011000011001100100100110010001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      1,      1
      364, 000100101011101101001110110101111011010100100110000101101010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      0,      0,      0,      0,      1
      365, 000111111110101100001110100001011101111001001100010010101111,      1,      0,      1,      0,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      0,      0,      1,      0,      1,      1,      0,      0,      1,      1,      1
      366, 101000100101000010011110111110111110001010101101110101110000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1,      0,      1
      367, 110001000010001000101100010010010011110010111110011101100000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      0,      1,      1,      0,      1
      368, 111011010010111011000101100001001101100111000111111111001110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1
      369, 010011010011110010010000111000010110110110101111110011101101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1
      370, 010100000101001111010111000110000110100011110111100011010000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      0,      1,      0,      1,      1,      0,      1,      0,      1
      371, 001000110111001101011101100001011111101001010100111100111101,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      372, 000100110011111000011000111101110010011110000101101111000100,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      1,      0,      0
      373, 010010010010111000101001111011010010001100010000001110100100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      1,      0,      0,      0
      374, 100111001011000110000001001000001100000001100000010100001111,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      0,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      1,      1,      0
      375, 100101111100111010010111011010110101111011101001110111001101,      0,      1,      1,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      1,      1,      1,      1,      1
      376, 111110101010010110101100110011011110010101100101000101000010,      0,      0,      0,      0,      1,      0,      0,      0,      1,      0,      1,      1,      0,      0,      1,      0,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1
      377, 101010001110011000011011101100111100010100110001111011010010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      0,      0,      1,      1,      1,      1
      378, 000100100101000001101110101010001100010010100010001101000010,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1
      379, 001111000100101010010011001000010011000100011101001111111000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      0,      0,      1
      380, 001101010000110000101011010111101011000111011111100010111110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      0,      0
      381, 111001010110111011010001100011010100011010100011000010000000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0
      382, 010111001100100110010001010110000110110100000010110101001111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1
      383, 110000001011001000011010111111101001101101010011110011110011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      1,      0,      1
      384, 011001010010010110111111010100010010010101011010111110101100,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      0,      1,      1
      385, 101100000111000101001001100100110000101100100110101001000000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      1,      1,      0,      0,      0,      0,      1
      386, 110000100000010110000001101001111011101000110000111011111101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      387, 001100011111101011000001101000000011101110100001010001111010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1
      388, 010100000110000001111100110101110100000101101110110100101110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      389, 011111111111001110011010101111000101110010101100001110000111,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
      390, 011110101010000011000100110111101010010000000011011000111001,      0,      0,      0,      0,      0,      1,      1,      0,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      0,      1
      391, 100101111001110000110010000111011000011001010011110010010111,      0,      0,      1,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      0,      1,      0,      0
      392, 110000011111011100001010101001111001111000101010101011011110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1
      393, 101000101100111001111100000100101110110100101110001001001001,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      0,      1,      1,      1,      0,      1,      0,      1,      1
