fault_number,net,site_type,gate,stuck_at
1344,705,branch,752,1
1345,705,net,,0
1346,705,net,,1
1347,708,branch,751,0
1348,708,branch,751,1
1349,708,branch,790,0
1350,708,branch,790,1
1351,708,branch,791,0
1352,708,branch,791,1
1353,708,net,,0
1354,708,net,,1
1355,712,net,,0
1356,712,net,,1
1357,713,branch,753,0
1358,713,branch,753,1
1359,713,branch,755,0
1360,713,branch,755,1
1361,713,branch,762,0
1362,713,branch,762,1
1363,713,net,,0
1364,713,net,,1
1365,717,branch,754,0
1366,717,branch,754,1
1367,717,branch,792,0
1368,717,branch,792,1
1369,717,branch,793,0
1370,717,branch,793,1
1371,717,net,,0
1372,717,net,,1
1373,72,net,,0
1374,72,net,,1
1375,721,net,,0
1376,721,net,,1
1377,722,branch,756,0
1378,722,branch,756,1
1379,722,branch,760,0
1380,722,branch,760,1
1381,722,branch,761,0
1382,722,branch,761,1
1383,722,branch,763,0
1384,722,branch,763,1
1385,722,net,,0
1386,722,net,,1
1387,727,branch,757,0
1388,727,branch,757,1
1389,727,branch,758,0
1390,727,branch,758,1
1391,727,branch,759,0
1392,727,branch,759,1
1393,727,net,,0
1394,727,net,,1
1395,73,net,,0
1396,73,net,,1
1397,731,net,,0
1398,731,net,,1
1399,732,net,,0
1400,732,net,,1
1401,733,net,,0
1402,733,net,,1
1403,734,net,,0
1404,734,net,,1
1405,735,net,,0
1406,735,net,,1
1407,736,net,,0
1408,736,net,,1
1409,737,net,,0
1410,737,net,,1
1411,738,net,,0
1412,738,net,,1
1413,739,net,,0
1414,739,net,,1
1415,74,net,,0
1416,74,net,,1
1417,740,net,,0
1418,740,net,,1
1419,741,net,,0
1420,741,net,,1
1421,742,net,,0
1422,742,net,,1
1423,743,net,,0
1424,743,net,,1
1425,744,net,,0
1426,744,net,,1
1427,745,net,,0
1428,745,net,,1
1429,746,net,,0
1430,746,net,,1
1431,747,net,,0
1432,747,net,,1
1433,748,net,,0
1434,748,net,,1
1435,749,net,,0
1436,749,net,,1
1437,75,branch,287,0
1438,75,branch,287,1
1439,75,branch,290,0
1440,75,branch,290,1
1441,75,branch,293,0
1442,75,branch,293,1
1443,75,branch,294,0
1444,75,branch,294,1
1445,75,net,,0
1446,75,net,,1
1447,750,net,,0
1448,750,net,,1
1449,751,net,,0
1450,751,net,,1
1451,752,net,,0
1452,752,net,,1
1453,753,net,,0
1454,753,net,,1
1455,754,net,,0
1456,754,net,,1
1457,755,net,,0
1458,755,net,,1
1459,756,net,,0
1460,756,net,,1
1461,757,net,,0
1462,757,net,,1
1463,758,net,,0
1464,758,net,,1
1465,759,net,,0
1466,759,net,,1
1467,760,net,,0
1468,760,net,,1
1469,761,net,,0
1470,761,net,,1
1471,762,net,,0
1472,762,net,,1
1473,763,net,,0
1474,763,net,,1
1475,764,net,,0
1476,764,net,,1
1477,765,net,,0
1478,765,net,,1
1479,766,net,,0
1480,766,net,,1
1481,767,net,,0
1482,767,net,,1
1483,768,net,,0
1484,768,net,,1
1485,769,net,,0
1486,769,net,,1
1487,770,net,,0
1488,770,net,,1
1489,771,net,,0
1490,771,net,,1
1491,772,net,,0
1492,772,net,,1
1493,773,branch,788,0
1494,773,branch,788,1
1495,773,branch,789,0
1496,773,branch,789,1
1497,773,branch,795,0
1498,773,branch,795,1
1499,773,net,,0
1500,773,net,,1
1501,777,net,,0
1502,777,net,,1
1503,778,branch,790,0
1504,778,branch,790,1
1505,778,branch,791,0
1506,778,branch,791,1
1507,778,net,,0
1508,778,net,,1
1509,781,net,,0
1510,781,net,,1
1511,782,branch,792,0
1512,782,branch,792,1
1513,782,branch,793,0
1514,782,branch,793,1
1515,782,net,,0
1516,782,net,,1
1517,785,net,,0
1518,785,net,,1
1519,786,net,,0
1520,786,net,,1
1521,787,net,,0
1522,787,net,,1
1523,788,net,,0
1524,788,net,,1
1525,789,net,,0
1526,789,net,,1
1527,790,net,,0
1528,790,net,,1
1529,791,net,,0
1530,791,net,,1
1531,792,net,,0
1532,792,net,,1
1533,793,net,,0
1534,793,net,,1
1535,794,net,,0
1536,794,net,,1
1537,795,net,,0
1538,795,net,,1
1539,796,branch,806,0
1540,796,branch,806,1
1541,796,branch,807,0
1542,796,branch,807,1
1543,796,branch,812,0
1544,796,branch,812,1
1545,796,branch,813,0
1546,796,branch,813,1
1547,796,branch,814,0
1548,796,branch,814,1
1549,796,net,,0
1550,796,net,,1
1551,8,branch,269,0
1552,8,branch,269,1
1553,8,branch,279,0
1554,8,branch,279,1
1555,8,branch,280,0
1556,8,branch,280,1
1557,8,branch,309,0
1558,8,branch,309,1
1559,8,net,,0
1560,8,net,,1
1561,80,branch,287,0
1562,80,branch,287,1
1563,80,branch,291,0
1564,80,branch,291,1
1565,80,branch,293,0
1566,80,branch,293,1
1567,80,branch,295,0
1568,80,branch,295,1
1569,80,net,,0
1570,80,net,,1
1571,802,net,,0
1572,802,net,,1
1573,803,net,,0
1574,803,net,,1
1575,804,net,,0
1576,804,net,,1
1577,805,net,,0
1578,805,net,,1
1579,806,net,,0
1580,806,net,,1
1581,807,net,,0
1582,807,net,,1
1583,808,net,,0
1584,808,net,,1
1585,809,net,,0
1586,809,net,,1
1587,810,net,,0
1588,810,net,,1
1589,811,net,,0
1590,811,net,,1
1591,812,net,,0
1592,812,net,,1
1593,813,net,,0
1594,813,net,,1
1595,814,net,,0
1596,814,net,,1
1597,815,branch,830,0
1598,815,branch,830,1
1599,815,branch,831,0
1600,815,branch,831,1
1601,815,branch,841,0
1602,815,branch,841,1
1603,815,net,,0
1604,815,net,,1
1605,819,branch,832,0
1606,819,branch,832,1
1607,819,branch,833,0
1608,819,branch,833,1
1609,819,net,,0
1610,819,net,,1
1611,822,branch,834,0
1612,822,branch,834,1
1613,822,branch,835,0
1614,822,branch,835,1
1615,822,net,,0
1616,822,net,,1
1617,825,net,,0
1618,825,net,,1
1619,826,net,,0
1620,826,net,,1
1621,827,net,,0
1622,827,net,,1
1623,828,net,,0
1624,828,net,,1
1625,829,net,,0
1626,829,net,,1
1627,830,net,,0
1628,830,net,,1
1629,831,net,,0
1630,831,net,,1
1631,832,net,,0
1632,832,net,,1
1633,833,net,,0
1634,833,net,,1
1635,834,net,,0
1636,834,net,,1
1637,835,net,,0
1638,835,net,,1
1639,836,net,,0
1640,836,net,,1
1641,837,net,,0
1642,837,net,,1
1643,838,net,,0
1644,838,net,,1
1645,839,net,,0
1646,839,net,,1
1647,840,net,,0
1648,840,net,,1
1649,841,net,,0
1650,841,net,,1
1651,842,net,,0
1652,842,net,,1
1653,843,net,,0
1654,843,net,,1
1655,844,net,,0
1656,844,net,,1
1657,845,net,,0
1658,845,net,,1
1659,846,net,,0
1660,846,net,,1
1661,847,net,,0
1662,847,net,,1
1663,848,net,,0
1664,848,net,,1
1665,849,net,,0
1666,849,net,,1
1667,85,net,,0
1668,85,net,,1
1669,850,net,,0
1670,850,net,,1
1671,851,net,,0
1672,851,net,,1
1673,852,net,,0
1674,852,net,,1
1675,853,net,,0
1676,853,net,,1
1677,854,net,,0
1678,854,net,,1
1679,855,net,,0
1680,855,net,,1
1681,856,net,,0
1682,856,net,,1
1683,857,net,,0
1684,857,net,,1
1685,858,net,,0
1686,858,net,,1
1687,859,net,,0
1688,859,net,,1
1689,86,net,,0
1690,86,net,,1
1691,860,net,,0
1692,860,net,,1
1693,861,net,,0
1694,861,net,,1
1695,862,net,,0
1696,862,net,,1
1697,863,net,,0
1698,863,net,,1
1699,864,net,,0
1700,864,net,,1
1701,865,net,,0
1702,865,net,,1
1703,866,net,,0
1704,866,net,,1
1705,867,net,,0
1706,867,net,,1
1707,868,net,,0
1708,868,net,,1
1709,869,net,,0
1710,869,net,,1
1711,87,net,,0
1712,87,net,,1
1713,870,net,,0
1714,870,net,,1
1715,871,net,,0
1716,871,net,,1
1717,872,net,,0
1718,872,net,,1
1719,873,net,,0
1720,873,net,,1
1721,874,net,,0
1722,874,net,,1
1723,875,net,,0
1724,875,net,,1
1725,876,net,,0
1726,876,net,,1
1727,877,net,,0
1728,877,net,,1
1729,878,net,,0
1730,878,net,,1
1731,879,net,,0
1732,879,net,,1
1733,88,net,,0
1734,88,net,,1
1735,880,net,,0
1736,880,net,,1
1737,89,net,,0
1738,89,net,,1
1739,90,net,,0
1740,90,net,,1
1741,91,branch,301,0
1742,91,branch,301,1
1743,91,branch,302,0
1744,91,branch,302,1
1745,91,branch,332,0
1746,91,branch,332,1
1747,91,branch,502,0
1748,91,branch,502,1
1749,91,net,,0
1750,91,net,,1
1751,96,branch,301,0
1752,96,branch,301,1
1753,96,branch,302,0
1754,96,branch,302,1
1755,96,branch,333,0
1756,96,branch,333,1
1757,96,branch,504,0
1758,96,branch,504,1
1759,96,net,,0
1760,96,net,,1
